id_gene_DM,biotype_DM,gene_DM,DM_up,DM_down,id_gene_HS,gene_HS,biotype_HS,HS_up,HS_down,id_gene_MM,gene_MM,biotype_MM,MM_up,MM_down
FBgn0035154,['protein_coding'],hiro,True,False,ENSG00000121064,SCPEP1,['protein_coding'],False,True,ENSMUSG00000000278,Scpep1,['protein_coding'],False,True
FBgn0052857,['protein_coding',CG32857,True,True,ENSG00000169599,NFU1,['protein_coding'],False,True,ENSMUSG00000029993,Nfu1,['protein_coding'],True,False
FBgn0053502, 'protein_coding',CG33502,True,True,ENSG00000169599,NFU1,['protein_coding'],False,True,ENSMUSG00000029993,Nfu1,['protein_coding'],True,False
FBgn0039635,['protein_coding'],Pdhb,True,True,ENSG00000168291,PDHB,['protein_coding'],False,True,ENSMUSG00000021748,Pdhb,['protein_coding'],True,False
FBgn0086757,['protein_coding'],cbs,True,True,ENSG00000136935,GOLGA1,['protein_coding'],False,True,ENSMUSG00000026754,Golga1,['protein_coding'],True,True
FBgn0035900,['protein_coding'],ZC3H3,True,True,ENSG00000014164,ZC3H3,['protein_coding'],True,True,ENSMUSG00000075600,Zc3h3,['protein_coding'],True,False
FBgn0004106,['protein_coding'],Cdk1,True,True,ENSG00000170312,CDK1,['protein_coding'],True,True,ENSMUSG00000019942,Cdk1,['protein_coding'],True,True
FBgn0034452,['protein_coding'],Oseg6,True,False,ENSG00000157796,WDR19,['protein_coding'],False,True,ENSMUSG00000037890,Wdr19,['protein_coding'],True,False
FBgn0266268,['protein_coding'],FeCH,True,True,ENSG00000066926,FECH,['protein_coding'],False,True,ENSMUSG00000024588,Fech,['protein_coding'],False,True
FBgn0030724,['protein_coding'],Nipsnap,True,True,ENSG00000146729,NIPSNAP2,['protein_coding'],False,True,ENSMUSG00000029432,Nipsnap2,['protein_coding'],False,True
FBgn0036356,['protein_coding'],CG10222,True,False,ENSG00000142751,GPN2,['protein_coding'],False,True,ENSMUSG00000028848,Gpn2,['protein_coding'],True,True
FBgn0038360,['protein_coding'],CG9590,True,True,ENSG00000055147,FAM114A2,['protein_coding'],False,True,ENSMUSG00000020523,Fam114a2,['protein_coding'],False,True
FBgn0029121,['protein_coding'],Sras,True,True,ENSG00000173653,RCE1,['protein_coding'],False,True,ENSMUSG00000024889,Rce1,['protein_coding'],False,True
FBgn0038772,['protein_coding'],mdlc,True,True,ENSG00000139797,RNF113B,['protein_coding'],True,False,ENSMUSG00000098134,Rnf113a2,['protein_coding'],True,False
FBgn0265102,['protein_coding'],Oseg1,True,True,ENSG00000163913,IFT122,['protein_coding'],True,False,ENSMUSG00000030323,Ift122,['protein_coding'],True,False
FBgn0020930,['protein_coding'],Dgkepsilon,True,True,ENSG00000153933,DGKE,['protein_coding'],False,True,ENSMUSG00000000276,Dgke,['protein_coding'],False,True
FBgn0061361,['protein_coding'],CG33786,True,True,ENSG00000196449,YRDC,['protein_coding'],False,True,ENSMUSG00000028889,Yrdc,['protein_coding'],False,True
FBgn0027950,['protein_coding'],MBD-like,True,True,ENSG00000134046,MBD2,['protein_coding'],False,True,ENSMUSG00000035478,Mbd3,['protein_coding'],True,False
FBgn0014870,['protein_coding'],Psi,True,True,ENSG00000107164,FUBP3,['protein_coding'],False,True,"ENSMUSG00000007670,ENSMUSG00000026843","Khsrp,Fubp3","['protein_coding', 'protein_coding']","False,False","True,True"
FBgn0025807,['protein_coding'],Rad9,True,False,ENSG00000151164,RAD9B,['protein_coding'],False,True,ENSMUSG00000038569,Rad9b,['protein_coding'],True,True
FBgn0033199,['protein_coding'],CG17985,True,True,ENSG00000176018,LYSMD3,['protein_coding'],False,True,ENSMUSG00000035840,Lysmd3,['protein_coding'],False,True
FBgn0017551,['protein_coding'],Rca1,True,True,ENSG00000156509,FBXO43,['protein_coding'],False,True,ENSMUSG00000048230,Fbxo43,['protein_coding'],False,True
FBgn0035232,['protein_coding'],CG12099,True,True,ENSG00000022840,RNF10,['protein_coding'],False,True,ENSMUSG00000041740,Rnf10,['protein_coding'],True,False
FBgn0037781,['protein_coding'],Fancl,True,True,ENSG00000115392,FANCL,['protein_coding'],False,True,ENSMUSG00000004018,Fancl,['protein_coding'],True,False
FBgn0035640,['protein_coding'],mad2,True,True,ENSG00000164109,MAD2L1,['protein_coding'],True,True,ENSMUSG00000029910,Mad2l1,['protein_coding'],False,True
FBgn0030794,['protein_coding'],CG13005,True,True,ENSG00000022976,ZNF839,['protein_coding'],False,True,ENSMUSG00000021271,Zfp839,['protein_coding'],False,True
FBgn0040087,['protein_coding'],p115,True,True,ENSG00000138768,USO1,['protein_coding'],False,True,ENSMUSG00000029407,Uso1,['protein_coding'],False,True
FBgn0034729,['protein_coding',CG10344,True,True,ENSG00000174165,ZDHHC24,['protein_coding'],False,True,ENSMUSG00000006463,Zdhhc24,['protein_coding'],False,True
FBgn0036670, 'protein_coding',CG13029,True,True,ENSG00000174165,ZDHHC24,['protein_coding'],False,True,ENSMUSG00000006463,Zdhhc24,['protein_coding'],False,True
FBgn0042133, 'protein_coding',CG18810,True,True,ENSG00000174165,ZDHHC24,['protein_coding'],False,True,ENSMUSG00000006463,Zdhhc24,['protein_coding'],False,True
FBgn0039370, 'protein_coding',CG4956,True,True,ENSG00000174165,ZDHHC24,['protein_coding'],False,True,ENSMUSG00000006463,Zdhhc24,['protein_coding'],False,True
FBgn0039369, 'protein_coding',CG17195,True,True,ENSG00000174165,ZDHHC24,['protein_coding'],False,True,ENSMUSG00000006463,Zdhhc24,['protein_coding'],False,True
FBgn0039368, 'protein_coding',CG17196,True,True,ENSG00000174165,ZDHHC24,['protein_coding'],False,True,ENSMUSG00000006463,Zdhhc24,['protein_coding'],False,True
FBgn0039366, 'protein_coding',CG17198,True,True,ENSG00000174165,ZDHHC24,['protein_coding'],False,True,ENSMUSG00000006463,Zdhhc24,['protein_coding'],False,True
FBgn0033815, 'protein_coding',CG4676,True,True,ENSG00000174165,ZDHHC24,['protein_coding'],False,True,ENSMUSG00000006463,Zdhhc24,['protein_coding'],False,True
FBgn0039367, 'protein_coding'],CG17197,True,True,ENSG00000174165,ZDHHC24,['protein_coding'],False,True,ENSMUSG00000006463,Zdhhc24,['protein_coding'],False,True
FBgn0032769,['protein_coding',CG10750,True,True,ENSG00000161973,CCDC42,['protein_coding'],True,True,ENSMUSG00000045915,Ccdc42,['protein_coding'],True,False
FBgn0032768, 'protein_coding'],CG17564,True,True,ENSG00000161973,CCDC42,['protein_coding'],True,True,ENSMUSG00000045915,Ccdc42,['protein_coding'],True,False
FBgn0031720,['protein_coding',CG14013,True,True,ENSG00000197826,CFAP299,['protein_coding'],False,True,ENSMUSG00000057816,Cfap299,['protein_coding'],True,False
FBgn0038122, 'protein_coding'],CG8138,True,True,ENSG00000197826,CFAP299,['protein_coding'],False,True,ENSMUSG00000057816,Cfap299,['protein_coding'],True,False
FBgn0034181,['protein_coding'],CG8963,True,True,ENSG00000172239,PAIP1,['protein_coding'],True,True,ENSMUSG00000025451,Paip1,['protein_coding'],False,True
FBgn0033485,['protein_coding'],RpLP0-like,True,True,ENSG00000053372,MRTO4,['protein_coding'],True,False,ENSMUSG00000028741,Mrto4,['protein_coding'],True,False
FBgn0037363,['protein_coding'],Atg17,True,True,ENSG00000023287,RB1CC1,['protein_coding'],False,True,ENSMUSG00000025907,Rb1cc1,['protein_coding'],True,False
FBgn0086446,['protein_coding'],DCTN6-p27,True,True,ENSG00000104671,DCTN6,['protein_coding'],False,True,ENSMUSG00000031516,Dctn6,['protein_coding'],True,False
FBgn0015351,['protein_coding'],CG14906,True,True,ENSG00000101574,METTL4,['protein_coding'],False,True,ENSMUSG00000055660,Mettl4,['protein_coding'],True,False
FBgn0030768,['protein_coding'],CG9723,True,True,ENSG00000166881,NEMP1,['protein_coding'],True,True,ENSMUSG00000040195,Nemp1,['protein_coding'],True,False
FBgn0035889,['protein_coding'],mkg-p,True,True,ENSG00000149016,TUT1,['protein_coding'],True,False,ENSMUSG00000071645,Tut1,['protein_coding'],True,False
FBgn0278608,['protein_coding'],Dsp1,True,True,ENSG00000164104,HMGB2,['protein_coding'],False,True,ENSMUSG00000054717,Hmgb2,['protein_coding'],False,True
FBgn0004838,['protein_coding'],Hrb27C,True,True,ENSG00000071626,DAZAP1,['protein_coding'],True,True,ENSMUSG00000069565,Dazap1,['protein_coding'],True,False
FBgn0033402,['protein_coding'],Myd88,True,False,ENSG00000172936,MYD88,['protein_coding'],True,True,ENSMUSG00000032508,Myd88,['protein_coding'],True,True
FBgn0033528,['protein_coding'],trsn,True,True,ENSG00000211460,TSN,['protein_coding'],True,True,ENSMUSG00000026374,Tsn,['protein_coding'],False,True
FBgn0259481,['protein_coding'],Mob2,True,False,ENSG00000182208,MOB2,['protein_coding'],False,True,ENSMUSG00000025147,Mob2,['protein_coding'],False,True
FBgn0261385,['protein_coding'],scra,True,True,ENSG00000011426,ANLN,['protein_coding'],False,True,ENSMUSG00000036777,Anln,['protein_coding'],False,True
FBgn0035308,['protein_coding'],CG15822,True,True,ENSG00000187231,SESTD1,['protein_coding'],False,True,ENSMUSG00000042272,Sestd1,['protein_coding'],False,True
FBgn0031764,['protein_coding'],CG9107,True,True,ENSG00000189306,RRP7A,['protein_coding'],False,True,ENSMUSG00000018040,Rrp7a,['protein_coding'],True,True
FBgn0015621,['protein_coding'],Clp,True,True,ENSG00000160917,CPSF4,['protein_coding'],False,True,ENSMUSG00000029625,Cpsf4,['protein_coding'],False,True
FBgn0023514,['protein_coding'],CG14805,True,True,ENSG00000065268,WDR18,['protein_coding'],True,False,ENSMUSG00000035754,Wdr18,['protein_coding'],True,False
FBgn0030082,['protein_coding',HP1b,True,True,ENSG00000108468,CBX1,['protein_coding'],False,True,ENSMUSG00000018666,Cbx1,['protein_coding'],False,True
FBgn0003607, 'protein_coding',Su(var)205,True,True,ENSG00000108468,CBX1,['protein_coding'],False,True,ENSMUSG00000018666,Cbx1,['protein_coding'],False,True
FBgn0039019, 'protein_coding'],HP1c,True,True,ENSG00000108468,CBX1,['protein_coding'],False,True,ENSMUSG00000018666,Cbx1,['protein_coding'],False,True
FBgn0037024,['protein_coding'],tzn,True,True,ENSG00000063854,HAGH,['protein_coding'],True,False,ENSMUSG00000024158,Hagh,['protein_coding'],True,False
FBgn0062517,['protein_coding'],CG16984,True,True,ENSG00000151023,ENKUR,['protein_coding'],False,True,ENSMUSG00000026679,Enkur,['protein_coding'],True,False
FBgn0037255,['protein_coding'],Fip1,True,True,ENSG00000145216,FIP1L1,['protein_coding'],False,True,ENSMUSG00000029227,Fip1l1,['protein_coding'],False,True
FBgn0027866,['protein_coding'],CG9776,True,True,ENSG00000171467,ZNF318,['protein_coding'],False,True,ENSMUSG00000015597,Zfp318,['protein_coding'],True,True
FBgn0037109,['protein_coding'],MED1,True,True,ENSG00000125686,MED1,['protein_coding'],False,True,ENSMUSG00000018160,Med1,['protein_coding'],True,False
FBgn0022986,['protein_coding',qkr58E-1,True,True,ENSG00000121774,KHDRBS1,['protein_coding'],True,True,ENSMUSG00000028790,Khdrbs1,['protein_coding'],False,True
FBgn0022987, 'protein_coding'],qkr54B,True,False,ENSG00000121774,KHDRBS1,['protein_coding'],True,True,ENSMUSG00000028790,Khdrbs1,['protein_coding'],False,True
FBgn0030874,['protein_coding'],Spt7,True,True,ENSG00000119760,SUPT7L,['protein_coding'],False,True,ENSMUSG00000053134,Supt7l,['protein_coding'],False,True
FBgn0001977,['protein_coding'],CIAPIN1,True,True,ENSG00000005194,CIAPIN1,['protein_coding'],True,False,ENSMUSG00000031781,Ciapin1,['protein_coding'],True,False
FBgn0000370,['protein_coding'],crc,True,True,ENSG00000128272,ATF4,['protein_coding'],False,True,ENSMUSG00000042406,Atf4,['protein_coding'],False,True
FBgn0036052,['protein_coding'],CG10809,True,True,ENSG00000100124,ANKRD54,['protein_coding'],False,True,ENSMUSG00000033055,Ankrd54,['protein_coding'],True,True
FBgn0029911,['protein_coding'],CG14435,False,True,ENSG00000180233,ZNRF2,['protein_coding'],True,True,ENSMUSG00000058446,Znrf2,['protein_coding'],True,False
FBgn0038234,['protein_coding'],mRpL11,True,True,ENSG00000174547,MRPL11,['protein_coding'],False,True,ENSMUSG00000024902,Mrpl11,['protein_coding'],True,False
FBgn0030122,['protein_coding',Aladin,True,True,ENSG00000094914,AAAS,['protein_coding'],False,True,ENSMUSG00000036678,Aaas,['protein_coding'],True,False
FBgn0032188, 'protein_coding'],CG13137,True,True,ENSG00000094914,AAAS,['protein_coding'],False,True,ENSMUSG00000036678,Aaas,['protein_coding'],True,False
FBgn0038453,['protein_coding'],Arl6IP1,True,True,ENSG00000170540,ARL6IP1,['protein_coding'],True,True,ENSMUSG00000030654,Arl6ip1,['protein_coding'],True,True
FBgn0032329,['protein_coding'],Art8,True,True,ENSG00000198890,PRMT6,['protein_coding'],False,True,ENSMUSG00000049300,Prmt6,['protein_coding'],False,True
FBgn0036330,['protein_coding'],CG11263,True,True,ENSG00000178997,EXD1,['protein_coding'],True,True,ENSMUSG00000048647,Exd1,['protein_coding'],True,True
FBgn0011640,['protein_coding'],lark,True,True,ENSG00000173933,RBM4,['protein_coding'],False,True,ENSMUSG00000033760,Rbm4b,['protein_coding'],True,False
FBgn0035842,['protein_coding'],CG7504,True,True,ENSG00000107290,SETX,['protein_coding'],True,True,ENSMUSG00000043535,Setx,['protein_coding'],True,True
FBgn0034073,['protein_coding'],CG8414,True,True,ENSG00000162408,NOL9,['protein_coding'],False,True,ENSMUSG00000028948,Nol9,['protein_coding'],False,True
FBgn0038055,['protein_coding'],trus,True,True,ENSG00000126249,PDCD2L,['protein_coding'],False,True,ENSMUSG00000002635,Pdcd2l,['protein_coding'],True,False
FBgn0031947,['protein_coding'],CG7154,True,True,ENSG00000166164,BRD7,['protein_coding'],False,True,ENSMUSG00000031660,Brd7,['protein_coding'],True,True
FBgn0262123,['protein_coding'],l(2)41Ab,True,True,ENSG00000141519,CCDC40,['protein_coding'],False,True,ENSMUSG00000039963,Ccdc40,['protein_coding'],True,False
FBgn0034269,['protein_coding'],CG6406,True,True,ENSG00000122591,FAM126A,['protein_coding'],False,True,ENSMUSG00000028995,Fam126a,['protein_coding'],True,False
FBgn0037374,['protein_coding'],jagn,True,True,ENSG00000171135,JAGN1,['protein_coding'],False,True,ENSMUSG00000051256,Jagn1,['protein_coding'],True,True
FBgn0027518,['protein_coding'],Wdr24,True,True,ENSG00000127580,WDR24,['protein_coding'],True,False,ENSMUSG00000025737,Wdr24,['protein_coding'],True,False
FBgn0035805,['protein_coding'],CG7506,True,True,ENSG00000175606,TMEM70,['protein_coding'],False,True,ENSMUSG00000025940,Tmem70,['protein_coding'],False,True
FBgn0030099,['protein_coding'],CG12056,True,True,ENSG00000167740,CYB5D2,['protein_coding'],True,False,ENSMUSG00000057778,Cyb5d2,['protein_coding'],True,False
FBgn0032407,['protein_coding'],Pex19,True,True,ENSG00000162735,PEX19,['protein_coding'],False,True,ENSMUSG00000003464,Pex19,['protein_coding'],False,True
FBgn0027095,['protein_coding'],Manf,True,True,ENSG00000145050,MANF,['protein_coding'],True,False,ENSMUSG00000032575,Manf,['protein_coding'],True,False
FBgn0037873,['protein_coding'],SdhC,True,True,ENSG00000143252,SDHC,['protein_coding'],False,True,ENSMUSG00000058076,Sdhc,['protein_coding'],True,True
FBgn0035722,['protein_coding'],CG10075,True,True,ENSG00000101019,UQCC1,['protein_coding'],True,False,ENSMUSG00000005882,Uqcc1,['protein_coding'],True,False
FBgn0016970,['protein_coding'],l(2)k10201,True,True,ENSG00000198546,ZNF511,['protein_coding'],False,True,ENSMUSG00000025470,Zfp511,['protein_coding'],True,False
FBgn0035998,['protein_coding'],CG3437,True,True,ENSG00000168061,SAC3D1,['protein_coding'],True,False,ENSMUSG00000024790,Sac3d1,['protein_coding'],True,False
FBgn0050423,['protein_coding'],CG30423,True,True,ENSG00000213625,LEPROT,['protein_coding'],False,True,ENSMUSG00000031513,Leprotl1,['protein_coding'],False,True
FBgn0039427,['protein_coding'],CG5447,True,True,ENSG00000147533,GOLGA7,['protein_coding'],False,True,ENSMUSG00000015341,Golga7,['protein_coding'],False,True
FBgn0062442,['protein_coding'],Cisd2,True,True,ENSG00000145354,CISD2,['protein_coding'],False,True,ENSMUSG00000037710,Cisd1,['protein_coding'],True,True
FBgn0001197,['protein_coding'],His2Av,True,True,ENSG00000164032,H2AFZ,['protein_coding'],False,True,ENSMUSG00000037894,H2afz,['protein_coding'],True,True
FBgn0038474,['protein_coding'],mRpS11,True,True,ENSG00000181991,MRPS11,['protein_coding'],False,True,ENSMUSG00000030611,Mrps11,['protein_coding'],True,False
FBgn0037892,['protein_coding'],mRpL40,True,True,ENSG00000185608,MRPL40,['protein_coding'],True,False,ENSMUSG00000022706,Mrpl40,['protein_coding'],True,False
FBgn0261266,['protein_coding'],zuc,True,True,ENSG00000179598,PLD6,['protein_coding'],True,False,ENSMUSG00000043648,Pld6,['protein_coding'],True,True
FBgn0035248,['protein_coding'],CG13919,True,True,ENSG00000135211,TMEM60,['protein_coding'],False,True,ENSMUSG00000045435,Tmem60,['protein_coding'],True,False
FBgn0033273,['protein_coding'],Gasz,True,True,ENSG00000154438,ASZ1,['protein_coding'],False,True,ENSMUSG00000010796,Asz1,['protein_coding'],True,False
FBgn0004855,['protein_coding'],RpII15,True,True,ENSG00000105258,POLR2I,['protein_coding'],True,False,ENSMUSG00000019738,Polr2i,['protein_coding'],True,False
FBgn0034535,['protein_coding'],CG11110,True,True,ENSG00000184903,IMMP2L,['protein_coding'],True,True,ENSMUSG00000056899,Immp2l,['protein_coding'],True,False
FBgn0087005,['protein_coding'],rtp,True,True,ENSG00000171160,MORN4,['protein_coding'],True,False,ENSMUSG00000049670,Morn4,['protein_coding'],True,False
FBgn0036909,['protein_coding'],Ccdc58,True,True,ENSG00000160124,CCDC58,['protein_coding'],False,True,ENSMUSG00000075229,Ccdc58,['protein_coding'],True,False
FBgn0243513,['protein_coding'],cnir,True,True,ENSG00000143771,CNIH4,['protein_coding'],False,True,ENSMUSG00000062169,Cnih4,['protein_coding'],False,True
FBgn0034592,['protein_coding'],CG9406,True,True,ENSG00000203666,EFCAB2,['protein_coding'],True,False,ENSMUSG00000026495,Efcab2,['protein_coding'],True,False
FBgn0031254,['protein_coding'],CG13692,True,True,ENSG00000214087,ARL16,['protein_coding'],False,True,ENSMUSG00000057594,Arl16,['protein_coding'],False,True
FBgn0036173,['protein_coding'],CG7394,True,True,ENSG00000205981,DNAJC19,['protein_coding'],False,True,ENSMUSG00000022013,Dnajc15,['protein_coding'],True,False
FBgn0034893,['protein_coding'],mRpL43,True,True,ENSG00000055950,MRPL43,['protein_coding'],True,False,ENSMUSG00000025208,Mrpl43,['protein_coding'],True,False
FBgn0030311,['protein_coding'],CG11699,True,True,ENSG00000215712,TMEM242,['protein_coding'],False,True,ENSMUSG00000004945,Tmem242,['protein_coding'],True,True
FBgn0053859,['protein_coding',His2A:CG33859,True,True,ENSG00000164508,HIST1H2AA,['protein_coding'],True,False,ENSMUSG00000049932,H2afx,['protein_coding'],True,False
FBgn0053856, 'protein_coding',His2A:CG33856,True,True,ENSG00000164508,HIST1H2AA,['protein_coding'],True,False,ENSMUSG00000049932,H2afx,['protein_coding'],True,False
FBgn0036210,['protein_coding'],CG14130,True,True,ENSG00000125652,ALKBH7,['protein_coding'],True,False,ENSMUSG00000002661,Alkbh7,['protein_coding'],True,False
FBgn0011586,['protein_coding'],e(r),True,True,ENSG00000100632,ERH,['protein_coding'],False,True,ENSMUSG00000037910,1700018B24Rik,['lncRNA'],True,False
FBgn0040291,['protein_coding',Roc1b,True,True,ENSG00000100387,RBX1,['protein_coding'],False,True,ENSMUSG00000022400,Rbx1,['protein_coding'],False,True
FBgn0025638, 'protein_coding'],Roc1a,True,True,ENSG00000100387,RBX1,['protein_coding'],False,True,ENSMUSG00000022400,Rbx1,['protein_coding'],False,True
