id_gene_MM,biotype_MM,gene_MM,MM_up,MM_down,id_gene_HS,gene_HS,biotype_HS,HS_up,HS_down,id_gene_DM,gene_DM,biotype_DM,DM_up,DM_down
ENSMUSG00000063108, 'protein_coding',Zfp26,False,True,"ENSG00000152926,ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000196268,ENSG00000196605,ENSG00000234444,ENSG00000229676,ENSG00000196670,ENSG00000182903,ENSG00000213020,ENSG00000267041,ENSG00000188171,ENSG00000204611,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF117,ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF493,ZNF846,ZNF736,ZNF492,ZFP62,ZNF721,ZNF611,ZNF850,ZNF626,ZNF616,ZNF480,ZNF99,ZNF761,ZNF727","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False","True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True","FBgn0029928,FBgn0030008,FBgn0030010,FBgn0025874,FBgn0035691,FBgn0022935,FBgn0022699,FBgn0037085,FBgn0032295,FBgn0020309,FBgn0037717,FBgn0037722,FBgn0038047,FBgn0038787,FBgn0033934,FBgn0033491,FBgn0264744,FBgn0035690,FBgn0031144,FBgn0039329,FBgn0028647","CG3032,CG2129,CG10959,Meics,CG7386,D19A,D19B,Neu2,CG12299,crol,CG8301,CG8319,CG5245,CG4360,CG17385,CG18011,CG44002,CG10274,CG1529,CG10669,CG11902","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True","True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True"
ENSMUSG00000091474, 'protein_coding',2610021A01Rik,False,True,"ENSG00000152926,ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000196268,ENSG00000196605,ENSG00000234444,ENSG00000229676,ENSG00000196670,ENSG00000182903,ENSG00000213020,ENSG00000267041,ENSG00000188171,ENSG00000204611,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF117,ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF493,ZNF846,ZNF736,ZNF492,ZFP62,ZNF721,ZNF611,ZNF850,ZNF626,ZNF616,ZNF480,ZNF99,ZNF761,ZNF727","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False","True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True","FBgn0029928,FBgn0030008,FBgn0030010,FBgn0025874,FBgn0035691,FBgn0022935,FBgn0022699,FBgn0037085,FBgn0032295,FBgn0020309,FBgn0037717,FBgn0037722,FBgn0038047,FBgn0038787,FBgn0033934,FBgn0033491,FBgn0264744,FBgn0035690,FBgn0031144,FBgn0039329,FBgn0028647","CG3032,CG2129,CG10959,Meics,CG7386,D19A,D19B,Neu2,CG12299,crol,CG8301,CG8319,CG5245,CG4360,CG17385,CG18011,CG44002,CG10274,CG1529,CG10669,CG11902","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True","True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True"
ENSMUSG00000092416, 'protein_coding',Zfp141,False,True,"ENSG00000152926,ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000196268,ENSG00000196605,ENSG00000234444,ENSG00000229676,ENSG00000196670,ENSG00000182903,ENSG00000213020,ENSG00000267041,ENSG00000188171,ENSG00000204611,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF117,ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF493,ZNF846,ZNF736,ZNF492,ZFP62,ZNF721,ZNF611,ZNF850,ZNF626,ZNF616,ZNF480,ZNF99,ZNF761,ZNF727","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False","True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True","FBgn0029928,FBgn0030008,FBgn0030010,FBgn0025874,FBgn0035691,FBgn0022935,FBgn0022699,FBgn0037085,FBgn0032295,FBgn0020309,FBgn0037717,FBgn0037722,FBgn0038047,FBgn0038787,FBgn0033934,FBgn0033491,FBgn0264744,FBgn0035690,FBgn0031144,FBgn0039329,FBgn0028647","CG3032,CG2129,CG10959,Meics,CG7386,D19A,D19B,Neu2,CG12299,crol,CG8301,CG8319,CG5245,CG4360,CG17385,CG18011,CG44002,CG10274,CG1529,CG10669,CG11902","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True","True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True"
ENSMUSG00000056019, 'protein_coding'],Zfp709,False,True,"ENSG00000152926,ENSG00000196705,ENSG00000173041,ENSG00000146757,ENSG00000256229,ENSG00000184635,ENSG00000181450,ENSG00000196381,ENSG00000196268,ENSG00000196605,ENSG00000234444,ENSG00000229676,ENSG00000196670,ENSG00000182903,ENSG00000213020,ENSG00000267041,ENSG00000188171,ENSG00000204611,ENSG00000198464,ENSG00000213973,ENSG00000160336,ENSG00000214652","ZNF117,ZNF431,ZNF680,ZNF92,ZNF486,ZNF93,ZNF678,ZNF781,ZNF493,ZNF846,ZNF736,ZNF492,ZFP62,ZNF721,ZNF611,ZNF850,ZNF626,ZNF616,ZNF480,ZNF99,ZNF761,ZNF727","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False","True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True","FBgn0029928,FBgn0030008,FBgn0030010,FBgn0025874,FBgn0035691,FBgn0022935,FBgn0022699,FBgn0037085,FBgn0032295,FBgn0020309,FBgn0037717,FBgn0037722,FBgn0038047,FBgn0038787,FBgn0033934,FBgn0033491,FBgn0264744,FBgn0035690,FBgn0031144,FBgn0039329,FBgn0028647","CG3032,CG2129,CG10959,Meics,CG7386,D19A,D19B,Neu2,CG12299,crol,CG8301,CG8319,CG5245,CG4360,CG17385,CG18011,CG44002,CG10274,CG1529,CG10669,CG11902","['protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True","True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True"
ENSMUSG00000018286,['protein_coding'],Psmb6,True,False,ENSG00000142507,PSMB6,['protein_coding'],True,False,FBgn0010590,Prosbeta1,['protein_coding'],True,True
ENSMUSG00000021466,['protein_coding',Ptch1,False,True,ENSG00000117425,PTCH2,['protein_coding'],False,True,FBgn0003892,ptc,['protein_coding'],False,True
ENSMUSG00000028681, 'protein_coding'],Ptch2,True,False,ENSG00000117425,PTCH2,['protein_coding'],False,True,FBgn0003892,ptc,['protein_coding'],False,True
ENSMUSG00000020888,['protein_coding',Dvl2,False,True,ENSG00000004975,DVL2,['protein_coding'],False,True,FBgn0000499,dsh,['protein_coding'],True,True
ENSMUSG00000029071, 'protein_coding'],Dvl1,True,True,ENSG00000004975,DVL2,['protein_coding'],False,True,FBgn0000499,dsh,['protein_coding'],True,True
ENSMUSG00000053040,['protein_coding'],Aph1c,True,True,ENSG00000138613,APH1B,['protein_coding'],True,False,FBgn0031458,aph-1,['protein_coding'],True,True
ENSMUSG00000037544,['protein_coding'],Dlgap5,True,True,ENSG00000126787,DLGAP5,['protein_coding'],False,True,FBgn0033845,mars,['protein_coding'],True,True
ENSMUSG00000022771,['protein_coding'],Ppil2,True,False,ENSG00000100023,PPIL2,['protein_coding'],False,True,FBgn0034109,CG7747,['protein_coding'],True,True
ENSMUSG00000029426,['protein_coding'],Scarb2,False,True,ENSG00000073060,SCARB1,['protein_coding'],False,True,"FBgn0010435,FBgn0035815","emp,Snmp2","['protein_coding', 'protein_coding']","True,True","True,False"
ENSMUSG00000003153,['protein_coding'],Slc2a3,True,True,"ENSG00000142583,ENSG00000173262","SLC2A5,SLC2A14","['protein_coding', 'protein_coding']","True,True","False,False",FBgn0264574,Glut1,['protein_coding'],True,False
ENSMUSG00000029430,['protein_coding'],Ran,True,False,ENSG00000132341,RAN,['protein_coding'],False,True,"FBgn0020255,FBgn0036497","Ran,Ran-like","['protein_coding', 'protein_coding']","True,True","True,True"
ENSMUSG00000035824,['protein_coding'],Tk2,True,True,ENSG00000166548,TK2,['protein_coding'],False,True,FBgn0022338,dnk,['protein_coding'],True,True
ENSMUSG00000034949,['protein_coding'],Zfr2,True,False,ENSG00000056097,ZFR,['protein_coding'],False,True,FBgn0263603,Zn72D,['protein_coding'],True,True
ENSMUSG00000026356,['protein_coding'],Dars,True,False,ENSG00000115866,DARS,['protein_coding'],False,True,FBgn0002069,AspRS,['protein_coding'],True,True
ENSMUSG00000051378,['protein_coding',Kif18b,True,False,ENSG00000186185,KIF18B,['protein_coding'],False,True,FBgn0004379,Klp67A,['protein_coding'],True,True
ENSMUSG00000027115, 'protein_coding',Kif18a,True,False,ENSG00000186185,KIF18B,['protein_coding'],False,True,FBgn0004379,Klp67A,['protein_coding'],True,True
ENSMUSG00000010021, 'protein_coding'],Kif19a,True,True,ENSG00000186185,KIF18B,['protein_coding'],False,True,FBgn0004379,Klp67A,['protein_coding'],True,True
ENSMUSG00000036285,['protein_coding'],Noa1,False,True,ENSG00000084092,NOA1,['protein_coding'],True,True,FBgn0034307,CG10914,['protein_coding'],True,True
ENSMUSG00000078773,['protein_coding',Rad54b,True,True,ENSG00000085999,RAD54L,['protein_coding'],False,True,FBgn0002989,okr,['protein_coding'],True,True
ENSMUSG00000028702, 'protein_coding'],Rad54l,False,True,ENSG00000085999,RAD54L,['protein_coding'],False,True,FBgn0002989,okr,['protein_coding'],True,True
ENSMUSG00000021987,['protein_coding'],Mtmr6,True,False,ENSG00000139505,MTMR6,['protein_coding'],True,False,FBgn0028497,CG3530,['protein_coding'],True,True
ENSMUSG00000019370,['protein_coding',Calm3,True,False,ENSG00000160014,CALM3,['protein_coding'],True,False,"FBgn0051960,FBgn0051958,FBgn0039373,FBgn0039374,FBgn0033238,FBgn0050378,FBgn0011273,FBgn0000253","CG31960,CR31958,CG5024,CG17770,azot,CG30378,Acam,Cam","['protein_coding', 'pseudogene', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","True,True,True,True,True,True,True,True","True,True,True,True,True,True,True,True"
ENSMUSG00000036438, 'protein_coding',Calm2,True,True,ENSG00000160014,CALM3,['protein_coding'],True,False,"FBgn0051960,FBgn0051958,FBgn0039373,FBgn0039374,FBgn0033238,FBgn0050378,FBgn0011273,FBgn0000253","CG31960,CR31958,CG5024,CG17770,azot,CG30378,Acam,Cam","['protein_coding', 'pseudogene', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","True,True,True,True,True,True,True,True","True,True,True,True,True,True,True,True"
ENSMUSG00000001175, 'protein_coding'],Calm1,True,False,ENSG00000160014,CALM3,['protein_coding'],True,False,"FBgn0051960,FBgn0051958,FBgn0039373,FBgn0039374,FBgn0033238,FBgn0050378,FBgn0011273,FBgn0000253","CG31960,CR31958,CG5024,CG17770,azot,CG30378,Acam,Cam","['protein_coding', 'pseudogene', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding', 'protein_coding']","True,True,True,True,True,True,True,True","True,True,True,True,True,True,True,True"
ENSMUSG00000025103,['protein_coding'],Btbd1,True,False,ENSG00000132640,BTBD3,['protein_coding'],False,True,FBgn0262871,lute,['protein_coding'],True,True
ENSMUSG00000029617,['protein_coding'],Ccz1,True,False,"ENSG00000146574,ENSG00000122674","CCZ1B,CCZ1","['protein_coding', 'protein_coding']","False,False","True,True",FBgn0035470,Ccz1,['protein_coding'],True,True
ENSMUSG00000029507,['protein_coding'],Pus1,False,True,ENSG00000177192,PUS1,['protein_coding'],False,True,FBgn0038811,Pus1,['protein_coding'],True,True
ENSMUSG00000022483,['protein_coding'],Col2a1,True,False,"ENSG00000204262,ENSG00000081052","COL5A2,COL4A4","['protein_coding', 'protein_coding']","False,False","True,True",FBgn0000299,Col4a1,['protein_coding'],True,False
ENSMUSG00000036833,['protein_coding'],Pnpla7,True,False,ENSG00000130653,PNPLA7,['protein_coding'],False,True,FBgn0003656,sws,['protein_coding'],True,True
ENSMUSG00000032320,['protein_coding'],Rcn2,False,True,ENSG00000117906,RCN2,['protein_coding'],True,True,FBgn0031673,CG31650,['protein_coding'],True,True
ENSMUSG00000036646,['protein_coding'],Man1b1,True,True,ENSG00000177239,MAN1B1,['protein_coding'],False,True,FBgn0039634,alpha-Man-Ib,['protein_coding'],True,True
ENSMUSG00000002190,['protein_coding'],Clgn,True,False,ENSG00000153132,CLGN,['protein_coding'],True,False,"FBgn0030377,FBgn0264077,FBgn0015622","CG1924,Cnx14D,Cnx99A","['protein_coding', 'protein_coding', 'protein_coding']","True,True,True","True,True,True"
ENSMUSG00000025584,['protein_coding'],Pde8a,True,False,"ENSG00000113231,ENSG00000073417","PDE8B,PDE8A","['protein_coding', 'protein_coding']","False,False","True,True",FBgn0266377,Pde8,['protein_coding'],True,True
ENSMUSG00000029714,['protein_coding'],Gigyf1,False,True,ENSG00000146830,GIGYF1,['protein_coding'],False,True,FBgn0039936,Gyf,['protein_coding'],True,True
ENSMUSG00000021221,['protein_coding'],Dpf3,True,False,ENSG00000133884,DPF2,['protein_coding'],False,True,FBgn0033015,d4,['protein_coding'],True,True
ENSMUSG00000027977,['protein_coding'],Ndst3,True,False,ENSG00000070614,NDST1,['protein_coding'],False,True,FBgn0020251,sfl,['protein_coding'],True,True
ENSMUSG00000054003,['protein_coding'],Tdrd9,True,False,ENSG00000156414,TDRD9,['protein_coding'],False,True,FBgn0003483,spn-E,['protein_coding'],True,True
ENSMUSG00000024191,['protein_coding'],Bnip1,True,False,ENSG00000113734,BNIP1,['protein_coding'],True,True,FBgn0037383,CG2023,['protein_coding'],True,True
ENSMUSG00000006818,['protein_coding'],Sod2,True,False,ENSG00000112096,SOD2,['protein_coding'],False,True,FBgn0010213,Sod2,['protein_coding'],True,True
ENSMUSG00000036403,['protein_coding'],Cep135,True,False,ENSG00000174799,CEP135,['protein_coding'],False,True,FBgn0036480,Cep135,['protein_coding'],True,True
ENSMUSG00000027099,['protein_coding'],Mtx2,False,True,ENSG00000128654,MTX2,['protein_coding'],False,True,"FBgn0030620,FBgn0036920","CG5662,CG8004","['protein_coding', 'protein_coding']","True,True","True,True"
ENSMUSG00000038429,['protein_coding'],Usp5,False,True,ENSG00000111667,USP5,['protein_coding'],True,True,FBgn0035402,Usp5,['protein_coding'],True,True
ENSMUSG00000019373,['protein_coding'],Cops3,True,False,ENSG00000141030,COPS3,['protein_coding'],False,True,FBgn0027055,CSN3,['protein_coding'],True,True
ENSMUSG00000037337,['protein_coding'],Map4k1,True,False,ENSG00000012983,MAP4K5,['protein_coding'],False,True,FBgn0263395,hppy,['protein_coding'],True,True
ENSMUSG00000023980,['protein_coding'],Taf8,False,True,ENSG00000137413,TAF8,['protein_coding'],False,True,FBgn0022724,Taf8,['protein_coding'],True,True
ENSMUSG00000029823,['protein_coding',Luc7l2,False,True,ENSG00000007392,LUC7L,['protein_coding'],True,False,FBgn0036734,CG7564,['protein_coding'],True,True
ENSMUSG00000024188, 'protein_coding'],Luc7l,False,True,ENSG00000007392,LUC7L,['protein_coding'],True,False,FBgn0036734,CG7564,['protein_coding'],True,True
ENSMUSG00000059890,['protein_coding'],Ube4a,False,True,ENSG00000110344,UBE4A,['protein_coding'],False,True,FBgn0028467,CG11070,['protein_coding'],True,True
ENSMUSG00000032123,['protein_coding'],Dpagt1,False,True,ENSG00000172269,DPAGT1,['protein_coding'],False,True,FBgn0032477,CG5287,['protein_coding'],True,True
ENSMUSG00000015671,['protein_coding'],Psma2,False,True,ENSG00000106588,PSMA2,['protein_coding'],False,True,FBgn0086134,Prosalpha2,['protein_coding'],True,True
ENSMUSG00000071037,['protein_coding'],Camkmt,True,True,ENSG00000143919,CAMKMT,['protein_coding'],False,True,FBgn0032857,CG10947,['protein_coding'],True,True
ENSMUSG00000017421,['protein_coding'],Zfp207,False,True,ENSG00000010244,ZNF207,['protein_coding'],False,True,FBgn0032600,BuGZ,['protein_coding'],True,True
ENSMUSG00000020471,['protein_coding'],Pold2,True,False,ENSG00000106628,POLD2,['protein_coding'],True,False,FBgn0027903,CG12018,['protein_coding'],True,True
ENSMUSG00000038695,['protein_coding'],Josd2,True,False,ENSG00000100221,JOSD1,['protein_coding'],False,True,FBgn0029853,CG3781,['protein_coding'],True,True
