Gene ID,Gene Name,Reference,Strand,Start,End,Coverage,FPKM,TPM
FBgn0028689,Rpn6,2R,-,14750166,14752910,155.334183,210.981094,296.469788
FBgn0050476,ave,2R,+,14752521,14753269,31.611721,36.716946,51.594505
FBgn0033960,CG10151,2R,-,14753337,14756288,2.04705,2.496077,3.507478
FBgn0033961,ND-B15,2R,+,14756516,14757072,47.557255,55.237652,77.61972
FBgn0266723,Trs31,2R,-,14757064,14757846,2.046831,2.37739,3.340698
FBgn0033963,CG12857,2R,-,14757907,14759602,50.747475,59.087151,83.029022
FBgn0020767,Spred,2R,-,14759646,14769423,2.883849,5.253188,7.381758
FBgn0259112,asRNA:CR42254,2R,-,14769599,14771295,2.213967,3.542103,4.977348
FBgn0015602,BEAF-32,2R,+,14770469,14772630,2.009844,4.065669,5.713061
FBgn0001319,kn,2R,-,14772650,14807061,0,0,0
FBgn0033968,hui,2R,+,14808419,14809931,1.001218,1.162913,1.63412
FBgn0033969,CG10202,2R,-,14817857,14819987,164.264694,190.793091,268.101654
FBgn0266868,lncRNA:CR45329,2R,-,14823545,14824365,0.45676,0.530526,0.745493
FBgn0033971,CG10209,2R,-,14846064,14848366,1.960968,2.27766,3.200559
FBgn0027783,SMC2,2R,-,14848621,14852653,0.693767,0.805809,1.132319
FBgn0028434,Ercc1,2R,+,14852941,14853948,0,0,0
FBgn0033972,Ciao1,2R,-,14853863,14855048,11.70489,13.595205,19.103926
FBgn0033973,HPS1,2R,+,14855429,14857502,5.018804,5.82933,8.191351
FBgn0053506,CG33506,2R,-,14857447,14858640,5.23672,6.082439,8.547019
FBgn0053505,U3-55K,2R,-,14858845,14860758,2.245562,2.608216,3.665054
FBgn0264962,Pcf11,2R,-,14860936,14871071,2.784389,6.114828,8.592531
FBgn0013773,Cyp6a22,2R,+,14871366,14873705,0,0,0
FBgn0015714,Cyp6a17,2R,+,14873953,14875739,1.545455,2.005199,2.817698
FBgn0033978,Cyp6a23,2R,+,14875829,14877654,0,0,0
FBgn0033979,Cyp6a19,2R,+,14877786,14879752,0,0,0
FBgn0013771,Cyp6a9,2R,-,14879356,14881372,1.04226,1.210583,1.701106
FBgn0033980,Cyp6a20,2R,+,14882118,14884046,0,0,0
FBgn0033981,Cyp6a21,2R,-,14885264,14886947,0,0,0
FBgn0033982,Cyp317a1,2R,+,14898312,14903095,0.028445,0.070763,0.099436
FBgn0027596,Kank,2R,-,14901475,14928425,54.193901,110.591866,155.403244
FBgn0033983,ADPS,2R,-,14929703,14934861,4.592318,6.145559,8.635715
FBgn0040747,CG12853,2R,+,14933515,14933913,1517.03186,1762.029297,2475.996338
FBgn0033984,Lap1,2R,+,14935660,14940722,9.775847,11.396708,16.014606
FBgn0033985,CG10257,2R,+,14942398,14944469,0,0,0
FBgn0261854,aPKC,2R,-,14944458,14962969,0.809426,3.431387,4.821772
FBgn0033987,ckn,2R,+,14963292,14980795,0.272125,0.825609,1.160142
FBgn0033988,pcs,2R,+,14981263,14991336,4.785199,5.557999,7.810077
FBgn0050241,tRNA:Leu-AAG-1-1,2R,-,14984327,14984408,0,0,0
FBgn0033989,CG7639,2R,-,14987660,14992230,33.598145,39.024174,54.836609
FBgn0033990,CG10265,2R,-,14992332,14993835,15.687544,20.014795,28.124708
FBgn0264378,lncRNA:CR43830,2R,+,14994559,14995195,4.935185,5.88417,8.268413
FBgn0029082,hbs,2R,+,15011396,15042134,0.132713,0.154146,0.216605
FBgn0262547,CG43101,2R,-,15013047,15013522,0.945679,1.098404,1.543473
FBgn0043530,Obp51a,2R,-,15024375,15024839,0,0,0
FBgn0266791,lncRNA:CR45256,2R,+,15025104,15025665,0,0,0
FBgn0263613,lncRNA:CR43622,2R,-,15049775,15050355,11.216867,13.028367,18.307409
FBgn0015371,chn,2R,+,15115236,15144783,0.058199,0.18101,0.254355
FBgn0262954,Rpb12,2R,-,15144968,15145519,28.756374,33.400467,46.9342
FBgn0033994,CG7544,2R,+,15147860,15149709,0,0,0
FBgn0013467,igl,2R,+,15155437,15190292,0.103354,0.810009,1.138221
FBgn0264379,lncRNA:CR43831,2R,-,15159196,15159545,0,0,0
FBgn0262478,CG43068,2R,+,15185158,15185952,70.638992,82.047043,115.292168
FBgn0259966,Sfp51E,2R,-,15192628,15193228,0,0,0
FBgn0033995,GPHR,2R,-,15199065,15201200,9.783708,11.363755,15.968304
FBgn0033996,CG11807,2R,+,15201253,15204466,30.58642,37.013657,52.011444
FBgn0259737,CG42391,2R,+,15202193,15202987,24.693081,28.68096,40.302368
FBgn0033998,row,2R,-,15206527,15213634,0.922461,1.152025,1.61882
FBgn0050081,Ir51b,2R,+,15207993,15209786,0,0,0
FBgn0033999,CG8093,2R,-,15214060,15215686,1.33119,1.802324,2.532619
FBgn0034000,CG11808,2R,+,15216207,15217070,4.496932,5.223177,7.339587
FBgn0034001,mRpL41,2R,-,15217024,15217617,1.506662,1.749985,2.459071
FBgn0265656,lncRNA:CR44463,2R,-,15217995,15218195,0.666667,0.774332,1.088089
FBgn0034002,CG8079,2R,+,15218379,15224795,0.731343,1.119349,1.572905
FBgn0001187,Hex-C,2R,-,15218837,15220329,0.522438,0.606811,0.852688
FBgn0259878,Fs,2R,-,15223560,15241589,0,0,0
FBgn0265508,asRNA:CR44370,2R,+,15226938,15232665,108.240173,134.17981,188.548935
FBgn0003328,scb,2R,+,15248784,15258498,2.360325,3.73037,5.2419
FBgn0034005,ItgaPS4,2R,+,15258761,15262873,0,0,0
FBgn0265194,Trpm,2R,-,15262808,15309368,1.597515,3.979122,5.591446
FBgn0265176,lncRNA:CR44241,2R,-,15294595,15295088,4.572875,5.311385,7.463536
FBgn0034007,ND-51L2,2R,-,15296764,15298329,54.883141,63.746651,89.57653
FBgn0034008,CG8152,2R,-,15309931,15311134,9.911961,11.512721,16.177629
FBgn0004698,Xpc,2R,+,15311510,15318239,8.763871,14.753905,20.732126
FBgn0034009,CG8155,2R,-,15317817,15322171,6.850867,7.957267,11.18152
FBgn0013750,Arf51F,2R,+,15322501,15325490,13.373527,26.363951,37.046516
FBgn0034010,CG8157,2R,-,15325503,15326386,0,0,0
FBgn0034011,CG8160,2R,-,15327143,15328271,3.843284,4.463966,6.272747
FBgn0265509,lncRNA:CR44371,2R,-,15330395,15331195,2.204744,2.560806,3.598433
FBgn0034012,Hr51,2R,+,15331325,15339384,1.339876,1.556263,2.186855
FBgn0034013,unc-5,2R,+,15340472,15368300,8.045271,9.344565,13.130945
FBgn0011660,Pms2,2R,-,15368074,15371520,6.955266,8.078526,11.351912
FBgn0262565,CR43105,2R,-,15374846,15375702,0.264339,0.307029,0.431436
FBgn0262815,CR43186,2R,-,15375834,15376481,4.440978,5.158186,7.248263
FBgn0000996,dup,2R,-,15376619,15380988,2.75949,3.205142,4.503852
FBgn0026370,SRPK,2R,+,15380724,15387851,10.14225,16.797394,23.60363
FBgn0263980,CG43729,2R,+,15401096,15471884,0.243188,1.10887,1.55818
FBgn0266378,lncRNA:CR45020,2R,+,15404696,15405095,31.362499,36.427475,51.187744
FBgn0014865,Mtk,2R,+,15408846,15409113,0.529851,0.615421,0.864787
FBgn0050472,CG30472,2R,-,15423185,15424139,20.410011,23.706184,33.311836
FBgn0085217,CG34188,2R,-,15427091,15428023,69.141441,80.307632,112.847961
FBgn0034021,CG8180,2R,-,15472175,15482834,4.882173,6.005651,8.439116
FBgn0034022,CG12964,2R,-,15485953,15497231,0,0,0
FBgn0050469,Ir52b,2R,+,15501820,15503610,0.14852,0.172506,0.242404
FBgn0050468,Ir52c,2R,+,15504201,15506000,0.474444,0.551066,0.774355
FBgn0050464,Ir52d,2R,+,15506582,15508366,0.084594,0.098256,0.138069
FBgn0034025,Pgant1,2R,+,15511710,15515597,2.588603,3.232409,4.542168
FBgn0019968,Khc-73,2R,-,15515778,15532259,11.207747,16.760881,23.552324
FBgn0050467,CG30467,2R,+,15538175,15540014,1.011099,1.174389,1.650247
FBgn0034027,CG8187,2R,-,15539554,15541363,2.546067,2.957251,4.155518
FBgn0267589,asRNA:CR45927,2R,+,15540887,15541300,0,0,0
FBgn0022097,Vha36-1,2R,+,15541435,15542498,7.675752,8.91537,12.527842
FBgn0034029,eIF2Bgamma,2R,+,15542661,15544409,1.289746,1.498037,2.105036
FBgn0034030,CG8192,2R,-,15544316,15549984,1.436737,1.668767,2.344944
FBgn0034031,CG12963,2R,+,15555446,15562436,13.882998,136.47702,191.776962
FBgn0034032,CG8195,2R,-,15562697,15565801,1.346053,1.563438,2.196936
FBgn0024754,Flo1,2R,-,15566271,15569404,17.163935,20.059658,28.18775
FBgn0050466,CG30466,2R,+,15568960,15573170,39.511627,64.726395,90.953262
FBgn0013762,Cdk5,2R,-,15569528,15571417,3.142145,3.649595,5.128396
FBgn0034033,CG8204,2R,-,15573144,15573991,41.682461,70.324806,98.820137
FBgn0260429,CG42524,2R,+,15613854,15657214,2.344821,3.026312,4.252561
FBgn0262403,mir-278,2R,+,15657066,15657163,0.000149,0.000173,0.000243
FBgn0023441,fus,2R,-,15657318,15676669,5.482503,11.557476,16.240519
FBgn0266636,asRNA:CR45143,2R,+,15676441,15676845,0,0,0
FBgn0034035,CG8207,2R,-,15677218,15678956,1.740077,2.021096,2.840035
FBgn0262512,Vha14-1,2R,-,15679426,15680084,16.534143,19.204372,26.985905
FBgn0263377,asRNA:CR43429,2R,-,15682569,15684933,1.463663,1.700041,2.388891
FBgn0284254,Impbeta11,2R,+,15682719,15687415,14.661593,17.029409,23.929657
FBgn0050082,CG30082,2R,-,15685004,15686082,1.29656,1.505952,2.116157
FBgn0266708,Cep89,2R,-,15687388,15688985,13.572488,15.764416,22.152094
FBgn0050090,CG30090,2R,+,15689826,15691014,5.457458,6.338826,8.907292
FBgn0265510,asRNA:CR44372,2R,-,15691054,15693887,0.253705,0.294678,0.41408
FBgn0050088,CG30088,2R,+,15691113,15692216,0,0,0
FBgn0050087,CG30087,2R,+,15692448,15693751,0,0,0
FBgn0053460,CG33460,2R,+,15694092,15695232,0,0,0
FBgn0261538,CG42662,2R,-,15698726,15701696,0.098889,0.641147,0.900937
FBgn0050080,CG30080,2R,-,15698726,15701696,0,0,0
FBgn0050089,CG30089,2R,+,15727381,15762044,0.084358,0.108581,0.152578
FBgn0265991,Zasp52,2R,-,15762565,15817004,0.594873,2.121471,2.981083
FBgn0034046,tun,2R,+,15794000,15855645,12.623587,24.238251,34.059494
FBgn0053465,CG33465,2R,-,15819114,15821114,0.678261,0.787799,1.107012
FBgn0003130,Poxn,2R,-,15826693,15835055,0,0,0
FBgn0034045,CG8249,2R,-,15842760,15847362,1.003205,1.218105,1.711676
FBgn0022160,Gpo1,2R,-,15857752,15862755,1.546262,2.005123,2.81759
FBgn0050085,Rif1,2R,-,15864309,15869147,0.295983,0.343784,0.483083
FBgn0264089,sli,2R,-,15869495,15922118,1.277604,1.506169,2.116462
FBgn0053463,CG33463,2R,-,15895829,15896427,0,0,0
FBgn0265511,lncRNA:CR44373,2R,+,15915995,15916795,7.876404,9.148426,12.855331
FBgn0034049,bdg,2R,-,15923040,15931935,31.769808,40.888954,57.456989
FBgn0015247,Diap2,2R,-,15932170,15934825,43.351223,51.073971,71.768944
FBgn0034050,bug,2R,+,15934825,15935938,17.252996,20.03932,28.159168
FBgn0034051,Mlf,2R,-,15935893,15940073,122.900085,325.076355,456.795959
FBgn0034052,CG8299,2R,-,15940610,15941483,0.683066,0.79338,1.114854
FBgn0034053,Cyp4aa1,2R,+,15942864,15947266,0,0,0
FBgn0050093,COX6AL,2R,+,15944028,15944567,174.314835,202.466309,284.504822
FBgn0263576,mir-4919,2R,+,15945887,15945946,0,0,0
FBgn0265045,Strn-Mlck,2R,-,15946933,15989498,0.181512,0.279102,0.392193
FBgn0034054,CG8366,2R,+,15955040,15956636,4.309103,5.005014,7.033025
FBgn0266379,lncRNA:CR45021,2R,+,15987446,15988086,0,0,0
FBgn0034057,CG8314,2R,-,15989683,15991286,6.526563,7.580589,10.652213
FBgn0034058,Pex11,2R,-,15991367,15992375,0,0,0
FBgn0034059,CG8320,2R,+,15992408,15993707,2.096789,2.435416,3.422236
FBgn0020236,ATPCL,2R,-,15993531,16001290,6.022828,7.321148,10.287647
FBgn0034060,CG8370,2R,+,16001181,16006901,1.599109,2.07153,2.910906
FBgn0034061,Ufc1,2R,-,16006893,16007667,1.867378,2.168956,3.047807
FBgn0034063,CG8389,2R,+,16008339,16013815,4.630063,6.131042,8.615315
FBgn0034062,CG8388,2R,-,16009401,16011438,31.728685,36.852798,51.785408
FBgn0010590,Prosbeta1,2R,-,16013805,16014787,164.386093,190.934097,268.299835
FBgn0034065,Rrp42,2R,+,16014908,16016050,1.143876,1.328609,1.866957
FBgn0034066,CG8397,2R,-,16016042,16017154,95.389641,110.794861,155.688492
FBgn0034067,CG8399,2R,+,16017737,16024627,0,0,0
FBgn0034068,casp,2R,-,16024628,16028161,54.932095,65.26506,91.710197
FBgn0034070,SP2353,2R,+,16031930,16047243,0,0,0
FBgn0034071,CG8405,2R,+,16047648,16060835,5.518361,6.409564,9.006694
FBgn0263334,lncRNA:CR43415,2R,-,16078195,16078819,9.322314,11.719416,16.468075
FBgn0034072,Dg,2R,-,16081176,16098564,6.620235,9.658959,13.572731
FBgn0083983,mRpL34,2R,+,16098948,16099337,0,0,0
FBgn0034073,CG8414,2R,-,16099306,16102608,2.263007,2.628478,3.693526
FBgn0014020,Rho1,2R,+,16102687,16107229,16.837923,35.93325,50.493256
FBgn0265605,Ric,2R,-,16107440,16110017,3.038984,3.938647,5.534571
FBgn0034075,Asph,2R,+,16110331,16116996,1.513832,2.678383,3.763653
FBgn0034076,Jhedup,2R,+,16117109,16119149,0,0,0
FBgn0010052,Jhe,2R,+,16119793,16122773,0,0,0
FBgn0086676,spin,2R,+,16124981,16138238,8.041575,11.259069,15.821198
FBgn0001124,Got1,2R,+,16138352,16141928,296.865387,362.776398,509.771942
FBgn0050094,CG30094,2R,+,16142202,16142935,65.934814,76.583145,107.614326
FBgn0027091,CysRS,2R,+,16143147,16145906,2.986957,3.469344,4.875108
FBgn0029175,sotv,2R,-,16145904,16148719,4.134373,4.802065,6.747843
FBgn0034081,CG10731,2R,-,16148812,16149795,55.199188,64.113739,90.092369
FBgn0034083,lbk,2R,+,16150123,16169519,5.303487,6.159989,8.655992
FBgn0267655,lncRNA:CR45993,2R,-,16153263,16153811,0.271403,0.315234,0.442966
FBgn0267656,lncRNA:CR45994,2R,+,16153906,16154551,0.235294,0.273293,0.384031
FBgn0034082,CG10734,2R,-,16157267,16158794,495.3461,575.343445,808.470276
FBgn0034084,CG8435,2R,-,16169600,16170861,3.652439,4.2423,5.961263
FBgn0034085,Ptp52F,2R,-,16171112,16178307,0,0,0
FBgn0015754,Lis-1,2R,+,16178826,16185103,1.08657,2.42973,3.414247
FBgn0034086,CG8441,2R,-,16185122,16186506,13.262486,17.236019,24.219986
FBgn0034087,clu,2R,+,16186584,16194277,22.059103,28.615711,40.210682
FBgn0262166,calypso,2R,-,16194062,16196333,5.693435,6.612913,9.292438
FBgn0265177,CG44242,2R,+,16196384,16196928,38.35965,45.425163,63.831257
FBgn0262026,CG42837,2R,+,16197042,16199378,0,0,0
FBgn0265178,CG44243,2R,+,16197042,16199555,62.894558,83.882469,117.871315
FBgn0015295,Shark,2R,-,16199426,16202884,1.340795,1.55733,2.188354
FBgn0034091,mrj,2R,-,16203329,16221793,124.937698,276.438721,388.450531
FBgn0050237,tRNA:Gln-CTG-1-1,2R,-,16207635,16207706,0,0,0
FBgn0050238,tRNA:Glu-TTC-1-1,2R,-,16219374,16219445,0,0,0
FBgn0050239,tRNA:Glu-CTC-1-1,2R,+,16219638,16219709,0,0,0
FBgn0050240,tRNA:Glu-TTC-1-2,2R,+,16220052,16220123,0,0,0
FBgn0264496,asRNA:CR43898,2R,+,16221636,16223187,4.516994,5.246479,7.372331
FBgn0034092,CG7798,2R,-,16222112,16222627,0,0,0
FBgn0034093,CG15706,2R,-,16223218,16230680,0,0,0
FBgn0034094,Tsf3,2R,+,16226501,16229869,1.194783,1.387738,1.950044
FBgn0034095,CG15701,2R,+,16230198,16234087,0.318685,0.370152,0.520136
FBgn0034097,CG3687,2R,+,16236715,16237479,140.802261,163.541519,229.807877
FBgn0034098,krimp,2R,-,16238103,16240722,7.599059,8.826291,12.402668
FBgn0034099,CG15708,2R,-,16240936,16241934,104.326614,121.175133,170.274811
FBgn0261612,CngA,2R,-,16243145,16259805,2.212256,2.740019,3.850263
FBgn0025519,fidipidine,2R,-,16262284,16264619,1.032372,1.199098,1.684968
FBgn0015925,csul,2R,+,16264652,16266959,0.205663,0.238877,0.335669
FBgn0001308,Khc,2R,-,16266960,16271971,3.561054,4.136157,5.81211
FBgn0053017,CG33017,2R,+,16272114,16277655,75.353348,90.281212,126.862793
FBgn0024249,cato,2R,-,16277685,16278396,1.179775,1.370306,1.925549
FBgn0034103,prim,2R,+,16280015,16280470,0,0,0
FBgn0034104,CG15705,2R,+,16280950,16281629,137.221512,159.382492,223.963623
FBgn0034105,CG7755,2R,-,16281630,16282946,216.487473,251.449738,353.336151
FBgn0034106,CG9068,2R,+,16283435,16287450,0,0,0
FBgn0263976,asRNA:CR43728,2R,-,16285797,16286254,5.00655,5.815097,8.17135
FBgn0050324,CG30324,2R,-,16287586,16288233,71.026237,2056.074463,2889.1875
FBgn0050099,CG30099,2R,-,16288208,16288969,0,0,0
FBgn0263981,asRNA:CR43730,2R,-,16288927,16291474,0,0,0
FBgn0028424,JhI-26,2R,+,16289320,16291333,0,0,0
FBgn0050100,CG30100,2R,+,16291453,16292269,0,0,0
FBgn0259718,CG42372,2R,+,16291453,16292269,27.305559,34.673019,48.722389
FBgn0034109,CG7747,2R,-,16292264,16294130,0.823209,0.956155,1.343586
FBgn0034110,Atg9,2R,+,16294400,16297232,0,0,0
FBgn0085428,Nox,2R,+,16307269,16316485,0,0,0
FBgn0034113,CG8060,2R,-,16316313,16320732,2.29176,2.661874,3.740455
FBgn0050096,CG30096,2R,-,16320815,16322124,0,0,0
FBgn0034114,CG4282,2R,+,16322186,16324801,0.727121,0.84455,1.186758
FBgn0262511,Vha44,2R,-,16324813,16336637,19.197863,57.403694,80.663445
FBgn0010611,Hmgs,2R,+,16336090,16341242,3.531359,8.046885,11.30745
FBgn0034117,CG7997,2R,-,16341251,16344182,0.488818,0.616689,0.866569
FBgn0034118,Nup62,2R,+,16344377,16345828,28.958677,36.311272,51.024456
FBgn0262560,wcd,2R,-,16345838,16347500,0.562838,0.653735,0.918626
FBgn0034120,CG15710,2R,-,16347614,16348527,8.108315,9.417791,13.233842
FBgn0263335,lncRNA:CR43416,2R,+,16357737,16358481,16.379866,19.025179,26.734104
FBgn0266861,lncRNA:CR45322,2R,-,16358796,16359495,4.648571,5.399305,7.587082
FBgn0034121,CG6262,2R,+,16359730,16363524,324.76181,481.630585,676.785339
FBgn0034122,CG15711,2R,-,16363551,16365895,37.709167,43.799118,61.546345
FBgn0266855,lncRNA:CR45316,2R,+,16378815,16380135,2.566238,2.98068,4.188439
FBgn0266856,lncRNA:CR45317,2R,-,16379295,16380195,0,0,0
FBgn0262816,CG43187,2R,+,16380516,16385765,0.124288,0.14436,0.202854
FBgn0264273,Sema2b,2R,+,16386524,16431758,0.570517,0.680424,0.956129
FBgn0029153,Menl-2,2R,-,16414815,16419398,31.066837,71.396156,100.325584
FBgn0029154,Menl-1,2R,-,16414815,16419398,148.853531,172.893066,242.948639
FBgn0034126,jtb,2R,+,16432244,16433183,18.615572,21.621948,30.383072
FBgn0034127,CG7848,2R,-,16433852,16435954,103.179268,119.842499,168.402191
FBgn0034128,CG4409,2R,+,16443211,16444845,1.083067,1.25798,1.767708
FBgn0034129,Parp16,2R,+,16445986,16447512,58.765553,68.256065,95.913139
FBgn0053458,CG33458,2R,+,16486674,16487801,0,0,0
FBgn0034132,S-Lap8,2R,+,16491100,16493233,1459.308716,1694.984009,2381.784424
FBgn0285943,knon,2R,-,16496889,16499429,179.908203,208.962982,293.633972
FBgn0011260,Sema2a,2R,+,16500178,16533459,0.57399,2.433464,3.419493
FBgn0259795,loopin-1,2R,+,16534943,16537086,3154.338623,3884.165283,5458.013672
FBgn0034135,Syn2,2R,+,16552258,16558486,3.560076,7.07941,9.947958
FBgn0034136,DAT,2R,-,16558567,16565238,0,0,0
FBgn0034137,CG4945,2R,+,16566023,16570120,0.564318,0.659203,0.92631
FBgn0034138,RpS15,2R,-,16570112,16571230,41.998634,62.526749,87.862335
FBgn0034140,Lst,2R,-,16574579,16576586,2.557769,5.262666,7.395076
FBgn0016131,Cdk4,2R,+,16579470,16585448,0,0,0
FBgn0265525,asRNA:CR44375,2R,-,16581996,16583369,0,0,0
FBgn0003274,RpLP2,2R,+,16586129,16586732,249.526489,289.824493,407.260193
FBgn0034141,CG8311,2R,-,16587045,16589184,2.735899,3.177741,4.465349
FBgn0034142,CG8306,2R,-,16589518,16594646,1.970149,2.288324,3.215544
FBgn0034143,CG8303,2R,-,16595028,16604373,2.588364,3.123901,4.389693
FBgn0034144,CG5089,2R,+,16598748,16600411,2335.277588,2712.419922,3811.481445
FBgn0034145,CG5065,2R,+,16607654,16624894,2.167937,8.756782,12.304993
FBgn0040505,Alk,2R,-,16625293,16640011,0.176876,0.212608,0.298755
FBgn0024232,gprs,2R,+,16641243,16651125,0,0,0
FBgn0020506,Amyrel,2R,-,16651095,16652699,0,0,0
FBgn0024319,Nach,2R,-,16653205,16655046,0,0,0
FBgn0024315,Picot,2R,-,16655323,16667675,7.822974,11.162064,15.684887
FBgn0085486,CG34457,2R,+,16670326,16671836,142.266617,174.632629,245.393066
FBgn0050463,CG30463,2R,-,16673235,16732916,3.316178,5.297436,7.443936
FBgn0013763,Idgf6,2R,+,16691022,16693751,1.589729,2.078575,2.920805
FBgn0262564,lncRNA:CR43104,2R,-,16736813,16737885,0,0,0
FBgn0259967,Sfp53D,2R,-,16744295,16745114,0.367073,0.605912,0.851425
FBgn0034152,Acp53C14a,2R,-,16747834,16748590,8.278014,14.15136,19.885433
FBgn0034153,Acp53C14b,2R,-,16748815,16749460,12.30678,16.901075,23.749323
FBgn0015584,Acp53Ea,2R,-,16749803,16750335,15.722222,18.261328,25.660744
FBgn0053530,Acp53C14c,2R,-,16750776,16751495,1.508865,1.752544,2.462667
FBgn0267002,unc-104,2R,-,16751503,16772671,1.063167,1.319052,1.853526
FBgn0085218,CG34189,2R,+,16754444,16754925,14.678423,17.048956,23.957125
FBgn0034154,CG5267,2R,+,16755101,16755823,0.373444,0.433754,0.60951
FBgn0259738,CG42392,2R,-,16765361,16766000,0.036708,0.042636,0.059912
FBgn0034156,CG5348,2R,+,16766804,16769238,19.849953,23.347473,32.807774
FBgn0010213,Sod2,2R,-,16772785,16773915,65.924141,87.917763,123.541679
FBgn0011743,Arp53D,2R,+,16774246,16775676,129.167633,150.027924,210.818634
FBgn0053544,Vkor,2R,+,16778365,16778994,1.396154,1.62163,2.278708
FBgn0034157,resilin,2R,+,16779905,16783171,1.505891,1.837659,2.582271
FBgn0034158,CG5522,2R,+,16783671,16792472,0.834165,1.230669,1.72933
FBgn0265529,lncRNA:CR44379,2R,+,16812245,16812791,11.712766,13.658157,19.192387
FBgn0265530,lncRNA:CR44380,2R,-,16814395,16815495,2.071753,2.406337,3.381375
FBgn0034160,CG5550,2R,+,16816589,16817577,0,0,0
FBgn0263336,lncRNA:CR43417,2R,-,16817519,16819240,0,0,0
FBgn0085488,CG34459,2R,+,16824664,16826648,48.123817,94.88047,133.325638
FBgn0085489,CG34460,2R,+,16826872,16827755,104.577034,121.466003,170.683533
FBgn0263659,lncRNA:CR43650,2R,+,16829095,16839494,0.001538,0.002304,0.003238
FBgn0262432,mir-8,2R,+,16831432,16831518,0,0,0
FBgn0025830,IntS8,2R,+,16850437,16854104,1.553413,1.804286,2.535375
FBgn0025832,Fen1,2R,-,16854025,16855464,3.450372,4.0076,5.631463
FBgn0026533,Dek,2R,+,16856220,16861738,3.702996,6.812735,9.573227
FBgn0263462,snoRNA:Dek-a,2R,+,16857413,16857578,0,0,0
FBgn0014870,Psi,2R,-,16861321,16867714,3.107381,5.378661,7.558073
FBgn0028737,eEF1beta,2R,+,16868222,16869280,40.977085,47.594795,66.880013
FBgn0034162,CG6426,2R,+,16869402,16871851,1.424965,1.655094,2.325731
FBgn0034165,CG6435,2R,+,16873772,16874977,0,0,0
FBgn0025833,CG8910,2R,-,16874724,16895652,0,0,0
FBgn0034166,CG6472,2R,+,16880713,16884695,0,0,0
FBgn0262307,mir-990,2R,-,16895223,16895308,0,0,0
FBgn0003091,Pkc53E,2R,+,16924655,16945126,0,0,0
FBgn0264329,CG43788,2R,+,16937597,16938011,3.606838,4.189335,5.886836
FBgn0264330,CG43789,2R,+,16938696,16938995,0,0,0
FBgn0034168,CG15614,2R,+,16945555,16947231,0,0,0
FBgn0085219,CG34190,2R,-,16946455,16947554,0.342727,0.398077,0.559376
FBgn0262513,Vha16-4,2R,-,16947658,16948224,6.250441,7.259874,10.201546
FBgn0085444,mute,2R,-,16948296,16955266,1.639766,1.928761,2.710288
FBgn0085220,Ufm1,2R,+,16951837,16952581,1.829985,2.871009,4.03433
FBgn0265174,PIG-V,2R,+,16955458,16957308,67.220428,80.606812,113.268364
FBgn0034172,CG6665,2R,+,16957465,16958927,6.001434,6.970652,9.795133
FBgn0034173,CG9010,2R,-,16958943,16960195,265.188354,308.015717,432.822418
FBgn0265526,lncRNA:CR44376,2R,+,16964295,16964894,15.916667,18.487175,25.978104
FBgn0265527,lncRNA:CR44377,2R,+,16969395,16971695,0.817471,0.949491,1.334221
FBgn0004580,Cbp53E,2R,+,16973927,16996057,1.086874,1.285269,1.806055
FBgn0050461,CG30461,2R,-,16995991,16998594,34.164974,50.674789,71.208008
FBgn0050462,ste24c,2R,-,16995991,16998594,42.802887,54.694405,76.856361
FBgn0034175,ste24b,2R,-,16998610,17000126,112.681694,130.879547,183.911407
FBgn0034176,ste24a,2R,-,17000244,17001941,87.418877,101.536842,142.679153
FBgn0034177,AsnRS-m,2R,+,17001994,17003599,0,0,0
FBgn0026402,NiPp1,2R,-,17003563,17005149,21.52854,25.005352,35.137421
FBgn0034179,CG6805,2R,+,17005451,17007501,1.074011,1.247461,1.752928
FBgn0034180,Ehbp1,2R,-,17007674,17015894,13.76403,17.268713,24.265924
FBgn0034181,CG8963,2R,-,17016226,17019522,23.489283,28.841801,40.528381
FBgn0263864,Dark,2R,+,17020027,17026703,1.795003,2.084892,2.929682
FBgn0265540,asRNA:CR44390,2R,-,17023652,17026993,0,0,0
