id_gene,gene,Stock Number,Transgene,Status,Human variants in cohort,FT1 eggs,FT1 hatched,FT2 eggs,FT2 hatched,FT3 eggs,FT3 hatched,FT4 eggs,FT4 hatched,Recorded cellular phenotype,Previously reported in DM?,Function,Previous ref to RNAi working?,Other species infertility phenotype?,Our DM pheno code,Others DM pheno code,MM pheno code,HS pheno code,Flybase link,Origin of gene
FBgn0028579,phtf,43631,P{TRiP.GL01175}attP2,Screened,,26,17,19,16,27,23,25,15,No detectable phenotype.,No,Predicted DNA-binding transcription factor activity,No ,,F,,,,http://flybase.org/reports/FBgn0028579,"Original ""pool"""
FBgn0035400,CG11537,43180,P{TRiP.GL01523}attP2,Screened,,30,20,20,20,27,14,25,20,No detectable phenotype.,No,Predicted transporter activity,No ,Mouse infertility (Mfsd14a). Spermiogenesis defects (https://rep.bioscientifica.com/view/journals/rep/152/1/91.xml),F,,B,,http://flybase.org/reports/FBgn0035400,"Original ""pool"""
FBgn0036372,Abp1,38282,P{TRiP.HMS01735}attP40,Screened,,25,21,25,15,25,24,30,18,,No,F-actin-binding protein,No ,,,,,,http://flybase.org/reports/FBgn0036372,"Original ""pool"""
FBgn0266670,Sec5,27526,P{TRiP.JF02676}attP2,Screened,,25,13,25,15,25,22,21,21,,"Yes. Reduced fertility, with defects in male germ line stem cells and spermatocytes (https://www.jstage.jst.go.jp/article/csf/34/1/34_08042/_html/-char/em)",Insulin-like receptor,Yes ,,,D,,,http://flybase.org/reports/FBgn0283499,"Original ""pool"""
FBgn0031848,Nse1,41847,P{TRiP.GL01275}attP2,Screened,,23,13,24,18,30,29,25,18,,No,Part of the SMC5/6 protein complex,No,,,,,,http://flybase.org/reports/FBgn0031848,"Original ""pool"""
FBgn0019890,Smg5,31090,P{TRiP.JF01554}attP2,Screened,,25,19,30,27,25,17,30,20,,No,Smg5 nonsense mediated mRNA decay factor,No ,,,,,,http://flybase.org/reports/FBgn0019890,"Original ""pool"""
FBgn0036053,iPLA2-VIA,36129,P{TRiP.HMS01544}attP2,Screened,,26,24,27,20,26,20,25,15,,No,Calcium-independent phospholipase A2 VIA,Yes,Mouse infertility. Sperm motility defects and slight reduction in number (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3733543/),,,C,,http://flybase.org/reports/FBgn0036053,"Original ""pool"""
FBgn0003210,rb,28668,P{TRiP.JF03083}attP2,Screened,,25,23,25,10,28,25,23,19,,No,Beta3-adaptin subunit of the Adaptor protein-3 (AP-3) complex,No ,,,,,,http://flybase.org/reports/FBgn0003210,"Original ""pool"""
FBgn0261794,kcc,34584,P{TRiP.HMS01058}attP2,Screened,Heterozygous - missense,26,18,32,27,34,28,25,17,,No,Potassium:chloride symporter,Yes ,,,,,,http://flybase.org/reports/FBgn0261794,"Original ""pool"""
FBgn0264273,Sema2b,28932,P{TRiP.HM05143}attP2,Screened,,26,21,28,22,30,21,16,12,,No,Semaphorin 2b,No ,,,,,,http://flybase.org/reports/FBgn0264273,"Original ""pool"""
FBgn0040285,Scamp,38277,P{TRiP.HMS01728}attP40,Screened,,27,25,29,24,26,19,25,14,,No,Unknown,No,,,,,,http://flybase.org/reports/FBgn0040285,"Original ""pool"""
FBgn0263199,Galk,35356,P{TRiP.GL00268}attP2,Screened,Heterozygous - missense,30,20,25,22,28,21,28,21,,No,Galactokinase,No ,,,,,,http://flybase.org/reports/FBgn0263199,"Original ""pool"""
FBgn0030200,RabX2,53928,P{TRiP.HMJ21273}attP40,Screened,,26,16,29,19,28,27,17,14,,No,Predicted GTPase activity,No ,,,,,,http://flybase.org/reports/FBgn0030200,"Original ""pool"""
FBgn0000108,Appl,28043,P{TRiP.JF02878}attP2,Screened,Heterozygous - missense (multiple),25,15,26,12,18,18,23,23,,No,Beta amyloid protein precursor-like,Yes ,,,,,,http://flybase.org/reports/FBgn0000108,"Original ""pool"""
FBgn0002989,okr,33707,P{TRiP.HMS00585}attP2,Screened,,31,23,24,18,29,19,24,22,,No,Drosophila homolog of Rad54,No ,,,,,,http://flybase.org/reports/FBgn0002989,"Original ""pool"""
FBgn0039635,Pdhb,55619,P{TRiP.HMC03762}attP40,Screened,,25,20,20,10,25,22,26,23,,No,Predicted pyruvate dehydrogenase,Yes,,,,,,http://flybase.org/reports/FBgn0039635,"Original ""core"""
FBgn0015075,Ddx1,27531,P{TRiP.JF02682}attP2,Screened,,25,17,25,12,23,23,21,19,,Yes. Defective spermiogenesis (https://www.sciencedirect.com/science/article/pii/S0012160615302050?via%3Dihub),Member of the DEAD box family of RNA helicases,No ,,,B,,,http://flybase.org/reports/FBgn0015075,"Original ""pool"""
FBgn0031374,Wdr62,v110764,P{KK105671}VIE-260B,Screened,Heterozygous - stop gained; missense (multiple),29,20,30,19,26,25,28,22,,No,Protein involved in mitosis regulation,Yes ,Mouse infertility (for Wdr62). Defects in meiotic initiation (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6107287/),,,A,,http://flybase.org/reports/FBgn0031374,"Original ""pool"""
FBgn0022724,Taf8,v27870,P{GD12141}v27868,Screened,,25,18,25,19,30,27,26,18,,Yes. Defective male germ line stem cell differentiation (https://www.nature.com/articles/ncomms12149),Involved in positive regulation of transcription by RNA polymerase II,Yes,,,D,,,http://flybase.org/reports/FBgn0022724,"Original ""pool"""
FBgn0005777,PpD3,57307,P{TRiP.HMS04508}attP40,Screened,,30,27,27,16,30,20,25,23,,No,Predicted protein serine/threonine phosphatase activity,Yes ,,,,,,http://flybase.org/reports/FBgn0005777,"Original ""pool"""
FBgn0026079,Nsun2,62495,P{TRiP.HMJ24019}attP40,Screened,,25,16,25,23,25,17,25,21,,No,Predicted methyltransferase activity and tRNA (cytosine-5-)-methyltransferase activity,No ,Mouse infertility (Nsun2). Meiotic arrest (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3624257/),,,A,,http://flybase.org/reports/FBgn0026079,"Original ""pool"""
FBgn0031094,CG9578,42761,P{TRiP.GL00716}attP2,Screened,,26,16,22,17,25,20,30,27,,No,Unknown,No ,,,,,,http://flybase.org/reports/FBgn0031094,"Original ""pool"""
FBgn0031566,CG2818,67015,P{TRiP.HMS05481}attP40 ,Screened,,25,18,25,19,25,21,26,20,,No,Glycerophosphocholine phosphodiesterase,No,,,,,,http://flybase.org/reports/FBgn0031566,"Original ""pool"""
FBgn0030109,CG12121,61176,P{TRiP.HMC05146}attP40,Screened,,25,15,25,20,26,20,25,23,,No,Unknown,No ,,,,,,http://flybase.org/reports/FBgn0030109,"Original ""pool"""
FBgn0062411,Ctr1C,v102136,P{KK110883}VIE-260B,Screened,,25,24,26,22,27,13,31,25,,No,Copper ion transmembrane transporter activity,No ,,,,,,http://flybase.org/reports/FBgn0062411,"Original ""pool"""
FBgn0003744,trc,41591,P{TRiP.GL01127}attP2,Screened,,22,16,29,16,30,28,26,23,,No,Nuclear Dbf2-related kinase,Yes ,,,,,,http://flybase.org/reports/FBgn0003744,"Original ""pool"""
FBgn0032752,CG10702,35289,P{TRiP.GL00191}attP2,Screened,,21,16,22,21,32,18,34,28,,No,Receptor protein tyrosine kinase,Yes ,,,,,,http://flybase.org/reports/FBgn0032752,"Original ""pool"""
FBgn0035802,Pura,v35251,P{GD12260}v35251,Screened,,25,14,26,16,30,28,27,27,,No,RhoGEF,Yes,,,,,,http://flybase.org/reports/FBgn0035802,"Original ""core"""
FBgn0050456,CG30456,34380,P{TRiP.HMS01370}attP2,Screened,,26,22,32,20,31,22,28,26,,No,Rho guanyl-nucleotide exchange factor,No ,,,,,,http://flybase.org/reports/FBgn0050456,"Original ""pool"""
FBgn0030518,CG11134,28637,P{TRiP.JF03052}attP2,Screened,,22,15,34,25,22,17,63,58,,No,Methylthioribulose 1-phosphate dehydratase,No,,,,,,http://flybase.org/reports/FBgn0030518,"Original ""pool"""
FBgn0038332,CG6136,v22238,P{GD11830}v22238,Screened,,25,24,25,16,25,19,33,25,,No,Predicted copper ion binding,Yes ,,,,,,http://flybase.org/reports/FBgn0038332,"Original ""pool"""
FBgn0030221,Rab9Db,38269,P{TRiP.HMS01714}attP40,Screened,,25,12,25,20,25,25,25,21,,No,Predicted GTPase activity,No ,,,,,,http://flybase.org/reports/FBgn0030221,"Original ""pool"""
FBgn0031239,CG17075,v103741,P{KK102351}VIE-260B,Screened,,27,17,26,21,26,19,27,26,,No,Protein S-acyltransferase,No ,,,,,,http://flybase.org/reports/FBgn0031239,"Original ""pool"""
FBgn0034181,CG8963,31756,P{TRiP.HM04067}attP2,Screened,,25,21,28,20,26,20,26,21,,No,RNA binding and translation activator activity,Yes,,,,,,http://flybase.org/reports/FBgn0034181,"Original ""pool"""
FBgn0015765,p38a,35244,P{TRiP.GL00131}attP2,Screened,,25,21,25,23,25,21,30,16,,No,p38a MAP kinase,Yes,,,,,,http://flybase.org/reports/FBgn0015765,"Original ""pool"""
FBgn0260934,par-1,35342,P{TRiP.GL00253}attP2,Screened,,26,17,25,22,34,29,32,24,,Yes. Required for centrosome orientation in male germ line stem cells (https://www.sciencedirect.com/science/article/pii/S0012160611013169?via%3Dihub),Protein kinase,Yes ,,,D,,,http://flybase.org/reports/FBgn0260934,"Original ""pool"""
FBgn0051989,Cap-D3,v9402,P{GD913}v9402,Screened,,29,24,28,20,26,20,29,24,,Yes. Meiotic defects (https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1000228),"Chromatin binding protein involved in chromosome separation, male meiosis chromosome segregation, and regulation of DNA metabolic process",Yes ,,,A,,,http://flybase.org/reports/FBgn0051989,"Original ""pool"""
FBgn0034050,bug,v46760,P{GD16740}v46760,Screened,,26,21,28,23,25,19,28,21,,No,Predicted to be involved in cilium assembly,Yes ,,,,,,http://flybase.org/reports/FBgn0034050,"Original ""pool"""
FBgn0036848,CG10424,v39667,P{GD6974}v39667,Screened,,25,22,25,20,30,20,25,20,,No,ADP-dependent NAD(P)H-hydrate dehydratase,Yes ,,,,,,http://flybase.org/reports/FBgn0036848,"Original ""pool"""
FBgn0034566,CG9313,51888,P{TRiP.HMC03462}attP40,Screened,,14,12,20,16,52,41,44,31,,No,Predicted ATP-dependent microtubule motor activity,No ,Human infertility (DNAI1). PCD (https://academic.oup.com/humrep/article/23/8/1957/2914740).,,,,C,http://flybase.org/reports/FBgn0034566,"Original ""pool"""
FBgn0037241,CG14646,v103770,P{KK102570}VIE-260B,Screened,,26,16,22,21,30,26,28,20,,No,Predicted ubiquitin protein ligase,No ,,,,,,http://flybase.org/reports/FBgn0037241,"Original ""pool"""
FBgn0034269,CG6406,64956,P{TRiP.HMC05830}attP40,Screened,,28,20,30,29,27,23,29,18,,No,Predicted to be involved in phosphatidylinositol phosphorylation and protein localization to plasma membrane,No ,,,,,,http://flybase.org/reports/FBgn0034269,"Original ""pool"""
FBgn0014075,Uggt,53027,P{TRiP.HMJ21752}attP40,Screened,,32,22,27,21,26,25,22,16,,No,UDP-glucose-glycoprotein glucosyltransferase,No ,,,,,,http://flybase.org/reports/FBgn0014075,"Original ""pool"""
FBgn0015391,glu,v10937,P{GD4454}v10937,Screened,,21,16,27,19,25,23,26,20,,No,Condensin subunit,Yes,,,,,,http://flybase.org/reports/FBgn0015391,"Original ""core"""
FBgn0031534,Snx1,67953,P{TRiP.GL01875}attP40,Screened,,26,21,29,23,32,28,25,17,,No,Predicted to have phosphatidylinositol-3-phosphate binding activity,No ,,,,,,http://flybase.org/reports/FBgn0031534,"Original ""pool"""
FBgn0263593,Lpin,v36006,P{GD14004}v36006,Screened,,24,21,25,16,28,23,29,24,,No,Phosphatidate phosphatase,Yes ,Mouse infertility (Lpin1). Possibly due to behavior impairment (http://www.jbc.org/content/266/18/11955.full.pdf),,,H,,http://flybase.org/reports/FBgn0263593,"Original ""pool"""
FBgn0035383,CPT2,62455,P{TRiP.HMJ23935}attP40,Screened,,25,25,25,19,26,21,25,15,,No,Carnitine O-palmitoyltransferase,No ,,,,,,http://flybase.org/reports/FBgn0035383,"Original ""pool"""
FBgn0036500,CG7275,v22561,P{GD12192}v22561,Screened,,25,19,25,20,29,27,25,17,,No,Unknown,Yes ,,,,,,http://flybase.org/reports/FBgn0036500,"Original ""pool"""
FBgn0026679,IntS4,v18742 - lost stock,P{GD7488}v18742,Screened,,25,17,28,27,26,21,25,18,,No,Unknown,Yes,,,,,,http://flybase.org/reports/FBgn0026679,"Original ""pool"""
FBgn0030099,CG12056,51395,P{TRiP.GLC01627}attP2,Screened,,26,20,25,23,23,15,83,69,,No,Predicted heme binding protein,No ,,,,,,http://flybase.org/reports/FBgn0030099,"Original ""pool"""
FBgn0002973,numb,35045,P{TRiP.HMS01459}attP2,Screened,,28,19,21,17,31,29,24,18,,Yes. Increased number of early germ cells (https://www.genetics.org/content/167/2/707#T1),Membrane-associated inhibitor of Notch signaling,Yes ,,,D,,,http://flybase.org/reports/FBgn0002973,"Original ""pool"""
FBgn0017572,Mo25,v34788,P{GD11213}v34788,Screened,,29,20,28,19,26,21,30,30,,No,Protein involved in neuroblast asymmetric cell divisions,Yes,,,,,,http://flybase.org/reports/FBgn0017572,"Original ""pool"""
FBgn0264975,Nrg,v27201,P{GD14467}v27201,Screened,,25,15,29,26,25,17,28,28,,No,Immunoglobulin domain-containing cell adhesion molecule,Yes ,,,,,,http://flybase.org/reports/FBgn0264975,"Original ""pool"""
FBgn0024846,p38b,35252,P{TRiP.GL00140}attP2,Screened,,26,19,25,22,26,21,25,19,,No,p38b MAP kinase,Yes,,,,,,http://flybase.org/reports/FBgn0024846,"Original ""pool"""
FBgn0085484,Pdxk,57788,P{TRiP.HMC04982}attP40,Screened,,24,23,29,24,29,20,27,19,,Yes. Reduced male fertility (https://academic.oup.com/g3journal/article/11/8/jkab183/6288452?login=false#supplementary-data),Pyridoxal kinase,No,,,F,,,http://flybase.org/reports/FBgn0085484,"Original ""pool"""
FBgn0036165,chrb,43975,P{TRiP.GL01585}attP2,Screened,,22,15,33,30,23,19,59,45,,No,Cell growth inhibitor and cell death activator,No ,,,,,,http://flybase.org/reports/FBgn0036165,"Original ""pool"""
FBgn0003607,Su(var)205,v107477,P{KK110828}VIE-260B,Screened,,26,22,29,25,27,20,26,19,,No,Suppressor of variegation 205,Yes ,,,,,,http://flybase.org/reports/FBgn0003607,"Original ""pool"""
FBgn0036043,CG8177,51827,P{TRiP.HMC03399}attP40,Screened,,20,17,27,17,57,46,76,68,,No,Predicted inorganic anion exchanger,Yes ,,,,,,http://flybase.org/reports/FBgn0036043,"Original ""pool"""
FBgn0029853,CG3781,v7113,P{GD3255}v7113,Screened,,27,19,30,21,30,27,25,22,,No,Thiol-dependent ubiquitin-specific protease activity,Yes,,,,,,http://flybase.org/reports/FBgn0029853,"Original ""core"""
FBgn0029820,CG16721,v25201,P{GD9190}v25201,Screened,,26,20,25,15,27,24,27,25,,No,Unknown,Yes ,,,,,,http://flybase.org/reports/FBgn0029820,"Original ""pool"""
FBgn0037900,CG5276,52918,P{TRiP.HMC03658}attP40,Screened,,16,14,31,20,13,11,55,45,,No,Nucleoside phosphatase activity,No,,,,,,http://flybase.org/reports/FBgn0037900,"Original ""core"""
FBgn0026192,par-6,38361,P{TRiP.HMS01829}attP2,Screened,,26,19,28,18,28,26,26,23,,No,Scaffold protein,Yes ,,,,,,http://flybase.org/reports/FBgn0026192,"Original ""pool"""
FBgn0261238,Alh,39057,P{TRiP.HMS01977}attP2,Screened,,31,24,27,19,25,19,25,24,,No,Zinc finger/leucine zipper nuclear protein,No ,,,,,,http://flybase.org/reports/FBgn0261238,"Original ""pool"""
FBgn0033783,CG17019,62320,P{TRiP.HMJ23677}attP40,Screened,,25,20,27,17,26,20,27,27,,No,Predicted zinc ion binding,No ,,,,,,http://flybase.org/reports/FBgn0033783,"Original ""pool"""
FBgn0039726,eIF2Balpha,v40322,P{GD10611}v40322,Screened,,15,9,15,11,25,25,23,20,,No,Eukaryotic translation initiation factor 2B subunit alpha,Yes ,,,,,,http://flybase.org/reports/FBgn0039726,"Original ""pool"""
FBgn0261998,CG42816,64883,P{TRiP.HMC05756}attP40,Screened,Heterozygous - frameshift; stop gain; stop loss (multiple; 10 DM genes),25,13,25,21,25,23,26,24,,No,Adenosinetriphosphatase,No,Mouse infertility 4/10 (for Abca1). Overexpression only. Unspecified male infertility defects (https://www.jci.org/articles/view/33622).,,,G,,http://flybase.org/reports/FBgn0261998,"Original ""pool"""
FBgn0027341,Gfat1,v24539,P{GD7732}v24539,Screened,,26,25,25,22,26,13,29,25,,No,Glutamine:fructose-6-phosphate aminotransferase 1,Yes,Human asthenozoospermia (1/2) (https://pubmed.ncbi.nlm.nih.gov/30849544/),,,,C,http://flybase.org/reports/FBgn0287209,"Original ""pool"""
FBgn0003885,alphaTub84D,v330509,P{VSH330509}attP40,Screened,,25,24,26,23,32,18,25,20,,No,alpha-tubulin isoform,No,,,,,,http://flybase.org/reports/FBgn0003885,"Original ""core"""
FBgn0267790,rump,42665,P{TRiP.HMS02501}attP40,Screened,,25,21,21,16,25,21,30,23,,Yes. Partial male sterility (https://dev.biologists.org/content/135/5/973),Drosophila hnRNP M homolog,No ,,,G,,,http://flybase.org/reports/FBgn0267790,"Original ""pool"""
FBgn0036210,CG14130,44640,P{TRiP.GLC01613}attP2,Screened,,29,21,91,71,72,60,158,138,,No,Predicted to be involved in fatty acid metabolic process,No,,,,,,http://flybase.org/reports/FBgn0036210,"Original ""pool"""
FBgn0036808,Dic4,v8416,P{GD2711}v8416,Screened,,26,25,30,18,30,21,20,19,,No,Protein of the inner mitochondrial membrane,No,,,,,,http://flybase.org/reports/FBgn0036808,"Original ""core"""
FBgn0011260,Sema2a,29519,P{TRiP.HM05196}attP2,Screened,,28,11,14,14,24,22,22,20,,No,Secreted member of the semaphorin protein family,No ,,,,,,http://flybase.org/reports/FBgn0011260,"Original ""pool"""
FBgn0036784,CG5103,34882,P{TRiP.HMS01227}attP2,Screened,,17,11,19,13,16,16,18,16,,No,Transketolase,No,,,,,,http://flybase.org/reports/FBgn0036784,"Original ""core"""
FBgn0037534,CG2781,50710,P{TRiP.HMC03112}attP2,Screened,,30,17,32,24,21,19,17,17,,No,Predicted fatty acid elongase activity,Yes,,,,,,http://flybase.org/reports/FBgn0037534,"Original ""core"""
FBgn0029714,CG3527,v24762,P{GD10999}v24762,Screened,,25,20,25,24,26,25,26,13,,Yes. Germ line stem cell loss (https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1009834),rRNA (pseudouridine) methyltransferase activity,Yes,,,D,,,http://flybase.org/reports/FBgn0029714,"Original ""pool"""
FBgn0085395,Shawl,25819,P{TRiP.JF01837}attP2,Screened,,25,15,26,21,27,22,30,30,,No,Voltage-gated potassium channel,No ,,,,,,http://flybase.org/reports/FBgn0085395,"Original ""pool"""
FBgn0033844,bbc,v7989,P{GD1980}v7989,Screened,,26,20,28,23,28,20,25,23,,No,Phosphotransferase,Yes,,,,,,http://flybase.org/reports/FBgn0033844,"Original ""pool"""
FBgn0033238,azot,v102353,P{KK111538}VIE-260B,Screened,,25,20,30,26,25,19,30,24,,No,Calcium ion binding ,No,,,,,,http://flybase.org/reports/FBgn0033238,"Original ""core"""
FBgn0036580,PDCD-5,v18099,P{GD7595}v18099,Screened,,25,23,25,22,28,14,28,26,,No,Predicted to have DNA binding activity,Yes,,,,,,http://flybase.org/reports/FBgn0036580,"Original ""pool"""
FBgn0033015,d4,43186,P{TRiP.GL01530}attP40,Screened,,20,19,34,22,25,25,19,12,,No,Histone acetyltransferase,Yes ,,,,,,http://flybase.org/reports/FBgn0033015,"Original ""pool"""
FBgn0031456,Tnpo-SR,v33569,P{GD9833}v33569,Screened,,26,26,25,23,30,20,28,18,,No,Importin-beta family protein involved in the regulation of mRNA splicing,Yes,,,,,,http://flybase.org/reports/FBgn0031456,"Original ""pool"""
FBgn0051092,LpR2,31150,P{TRiP.JF01627}attP2,Screened,,24,17,12,12,28,24,30,20,,No,Transmembrane receptor,No ,,,,,,http://flybase.org/reports/FBgn0051092,"Original ""pool"""
FBgn0004381,Klp68D,v27944,P{GD12196}v27944,Screened,,25,20,20,20,25,15,24,20,,No,Kinesin-2β motor subunit of the heterotrimeric kinesin-2,Yes,,,,,,http://flybase.org/reports/FBgn0004381,"Original ""pool"""
FBgn0037613,Cks85A,v23702,P{GD13737}v23702,Screened,,25,20,30,26,30,20,21,19,,No,Cyclin-dependent kinase subunit 85A,Yes,Mouse infertility 2/2 (for Cks2). Meiotic defects (https://science.sciencemag.org/content/300/5619/647.long),,,A,,http://flybase.org/reports/FBgn0037613,"Original ""core"""
FBgn0032769,CG10750,62290,P{TRiP.HMJ23647}attP40,Screened,,25,14,28,19,25,25,26,26,,No,Unknown,No ,Mouse infertility 2/2 (for Ccdc42). Spermiogenesis defect (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4826836/),,,B,,http://flybase.org/reports/FBgn0032769,"Original ""pool"""
FBgn0030183,CG15309,29530,P{TRiP.HM05209}attP2,Screened,,23,12,37,31,37,35,76,71,,No,Unknown,No ,,,,,,http://flybase.org/reports/FBgn0030183,"Original ""pool"""
FBgn0028387,chm,27027,P{TRiP.JF02348}attP2,Screened,,22,21,25,25,26,22,25,11,,No,Histone acetyltransferase ,Yes ,,,,,,http://flybase.org/reports/FBgn0028387,"Original ""pool"""
FBgn0260972,alc,33429,P{TRiP.HMS00316}attP2,Screened,,24,17,23,23,25,20,30,22,,No,Predicted to have protein kinase activity,Yes ,,,,,,http://flybase.org/reports/FBgn0260972,"Original ""pool"""
FBgn0017414,cag,v20185,P{GD7578}v20185,Screened,,27,26,25,21,29,29,25,11,,No,Predicted DNA binding,Yes ,,,,,,http://flybase.org/reports/FBgn0017414,"Original ""pool"""
FBgn0030993,Mec2,61259,P{TRiP.HMJ23038}attP40,Screened,,25,17,25,15,26,26,27,26,,No,Protein binding,Yes ,,,,,,http://flybase.org/reports/FBgn0030993,"Original ""pool"""
