id_gene_DM,gene_DM,biotype_DM,DM_up,DM_down,id_gene_HS,gene_HS,biotype_HS,HS_up,HS_down,id_gene_MM,gene_MM,biotype_MM,MM_up,MM_down
FBgn0038234,mRpL11,protein_coding,True,True,ENSG00000174547,MRPL11,protein_coding,False,True,ENSMUSG00000024902,Mrpl11,protein_coding,True,False
FBgn0030122,Aladin,protein_coding,True,True,ENSG00000094914,AAAS,protein_coding,False,True,ENSMUSG00000036678,Aaas,protein_coding,True,False
FBgn0032188,CG13137,protein_coding,True,True,ENSG00000094914,AAAS,protein_coding,False,True,ENSMUSG00000036678,Aaas,protein_coding,True,False
FBgn0038453,Arl6IP1,protein_coding,True,True,ENSG00000170540,ARL6IP1,protein_coding,True,False,ENSMUSG00000030654,Arl6ip1,protein_coding,True,True
FBgn0032329,Art8,protein_coding,True,True,ENSG00000198890,PRMT6,protein_coding,False,True,ENSMUSG00000049300,Prmt6,protein_coding,False,True
FBgn0036330,CG11263,protein_coding,True,True,ENSG00000178997,EXD1,protein_coding,True,True,ENSMUSG00000048647,Exd1,protein_coding,True,True
FBgn0011640,lark,protein_coding,True,True,ENSG00000173933,RBM4,protein_coding,False,True,ENSMUSG00000033760,Rbm4b,protein_coding,True,False
FBgn0035842,CG7504,protein_coding,True,True,ENSG00000107290,SETX,protein_coding,False,True,ENSMUSG00000043535,Setx,protein_coding,True,True
FBgn0034073,CG8414,protein_coding,True,True,ENSG00000162408,NOL9,protein_coding,False,True,ENSMUSG00000028948,Nol9,protein_coding,False,True
FBgn0038055,trus,protein_coding,True,True,ENSG00000126249,PDCD2L,protein_coding,False,True,ENSMUSG00000002635,Pdcd2l,protein_coding,True,False
FBgn0262123,l(2)41Ab,protein_coding,True,True,ENSG00000141519,CCDC40,protein_coding,False,True,ENSMUSG00000039963,Ccdc40,protein_coding,True,False
FBgn0034269,CG6406,protein_coding,True,True,ENSG00000122591,FAM126A,protein_coding,False,True,ENSMUSG00000028995,Fam126a,protein_coding,True,False
FBgn0035805,CG7506,protein_coding,True,True,ENSG00000175606,TMEM70,protein_coding,False,True,ENSMUSG00000025940,Tmem70,protein_coding,False,True
FBgn0030099,CG12056,protein_coding,True,True,ENSG00000167740,CYB5D2,protein_coding,True,False,ENSMUSG00000057778,Cyb5d2,protein_coding,True,False
FBgn0032407,Pex19,protein_coding,True,True,ENSG00000162735,PEX19,protein_coding,False,True,ENSMUSG00000003464,Pex19,protein_coding,False,True
FBgn0027095,Manf,protein_coding,True,True,ENSG00000145050,MANF,protein_coding,True,False,ENSMUSG00000032575,Manf,protein_coding,True,False
FBgn0016970,l(2)k10201,protein_coding,True,True,ENSG00000198546,ZNF511,protein_coding,False,True,ENSMUSG00000025470,Zfp511,protein_coding,True,False
FBgn0035998,CG3437,protein_coding,True,True,ENSG00000168061,SAC3D1,protein_coding,True,False,ENSMUSG00000024790,Sac3d1,protein_coding,True,False
FBgn0050423,CG30423,protein_coding,True,True,ENSG00000213625,LEPROT,protein_coding,False,True,ENSMUSG00000031513,Leprotl1,protein_coding,False,True
FBgn0062442,Cisd2,protein_coding,True,True,ENSG00000145354,CISD2,protein_coding,False,True,ENSMUSG00000037710,Cisd1,protein_coding,True,True
FBgn0001197,His2Av,protein_coding,True,True,ENSG00000164032,H2AFZ,protein_coding,False,True,ENSMUSG00000037894,H2afz,protein_coding,True,True
FBgn0036581,MED10,protein_coding,True,True,ENSG00000133398,MED10,protein_coding,False,True,ENSMUSG00000021598,Med10,protein_coding,True,False
FBgn0034535,CG11110,protein_coding,True,True,ENSG00000184903,IMMP2L,protein_coding,True,False,ENSMUSG00000056899,Immp2l,protein_coding,True,False
FBgn0036909,Ccdc58,protein_coding,True,True,ENSG00000160124,CCDC58,protein_coding,False,True,ENSMUSG00000075229,Ccdc58,protein_coding,True,False
FBgn0243513,cnir,protein_coding,True,True,ENSG00000143771,CNIH4,protein_coding,False,True,ENSMUSG00000062169,Cnih4,protein_coding,False,True
FBgn0034893,mRpL43,protein_coding,True,True,ENSG00000055950,MRPL43,protein_coding,True,False,ENSMUSG00000025208,Mrpl43,protein_coding,True,False
FBgn0030311,CG11699,protein_coding,True,True,ENSG00000215712,TMEM242,protein_coding,False,True,ENSMUSG00000004945,Tmem242,protein_coding,True,True
FBgn0053859,His2A:CG33859,protein_coding,True,True,ENSG00000164508,HIST1H2AA,protein_coding,True,False,ENSMUSG00000049932,H2afx,protein_coding,True,False
FBgn0053856,His2A:CG33856,protein_coding,True,True,ENSG00000164508,HIST1H2AA,protein_coding,True,False,ENSMUSG00000049932,H2afx,protein_coding,True,False
FBgn0011586,e(r),protein_coding,True,True,ENSG00000100632,ERH,protein_coding,False,True,ENSMUSG00000037910,1700018B24Rik,lncRNA,True,False
FBgn0040291,Roc1b,protein_coding,True,True,ENSG00000100387,RBX1,protein_coding,False,True,ENSMUSG00000022400,Rbx1,protein_coding,False,True
FBgn0025638,Roc1a,protein_coding,True,True,ENSG00000100387,RBX1,protein_coding,False,True,ENSMUSG00000022400,Rbx1,protein_coding,False,True
FBgn0037018,CG4042,protein_coding,True,True,ENSG00000105341,DMAC2,protein_coding,False,True,ENSMUSG00000057229,Dmac2,protein_coding,True,False
FBgn0030183,CG15309,protein_coding,True,True,ENSG00000100027,YPEL1,protein_coding,True,False,ENSMUSG00000022773,Ypel1,protein_coding,True,False
FBgn0053002,mRpL27,protein_coding,True,True,ENSG00000108826,MRPL27,protein_coding,False,True,ENSMUSG00000024414,Mrpl27,protein_coding,False,True
FBgn0039869,CG1890,protein_coding,True,True,ENSG00000171530,TBCA,protein_coding,True,False,ENSMUSG00000042043,Tbca,protein_coding,True,False
FBgn0039744,CG15526,protein_coding,True,True,ENSG00000163684,RPP14,protein_coding,False,True,ENSMUSG00000023156,Rpp14,protein_coding,False,True
FBgn0085346,CG34317,protein_coding,True,True,ENSG00000163684,RPP14,protein_coding,False,True,ENSMUSG00000023156,Rpp14,protein_coding,False,True
FBgn0264922,smt3,protein_coding,True,True,ENSG00000188612,SUMO2,protein_coding,True,False,ENSMUSG00000020738,Sumo2,protein_coding,False,True
FBgn0036118,Blos2,protein_coding,True,True,ENSG00000196072,BLOC1S2,protein_coding,False,True,ENSMUSG00000057506,Bloc1s2,protein_coding,True,True
FBgn0025558,CG4101,protein_coding,True,True,ENSG00000101363,MANBAL,protein_coding,False,True,ENSMUSG00000063019,Manbal,protein_coding,False,True
FBgn0010314,Cks30A,protein_coding,True,True,ENSG00000123975,CKS2,protein_coding,True,True,ENSMUSG00000062248,Cks2,protein_coding,True,True
FBgn0037613,Cks85A,protein_coding,True,True,ENSG00000123975,CKS2,protein_coding,True,True,ENSMUSG00000062248,Cks2,protein_coding,True,True
FBgn0261792,snRNP-U1-C,protein_coding,True,True,ENSG00000124562,SNRPC,protein_coding,True,False,ENSMUSG00000024217,Snrpc,protein_coding,True,False
FBgn0261353,Ccdc56,protein_coding,True,True,ENSG00000183978,COA3,protein_coding,False,True,ENSMUSG00000017188,Coa3,protein_coding,True,False
FBgn0066303,CG33932,protein_coding,True,True,ENSG00000187713,TMEM203,protein_coding,True,True,ENSMUSG00000078201,Tmem203,protein_coding,True,False
FBgn0034248,CG14483,protein_coding,True,True,ENSG00000229833,PET100,protein_coding,False,True,ENSMUSG00000087687,Pet100,protein_coding,True,False
FBgn0040634,CG4186,protein_coding,True,True,ENSG00000170791,CHCHD7,protein_coding,False,True,ENSMUSG00000042198,Chchd7,protein_coding,True,False
FBgn0038363,Acyp2,protein_coding,True,True,ENSG00000119640,ACYP1,protein_coding,True,False,ENSMUSG00000008822,Acyp1,protein_coding,True,False
FBgn0085190,CG34161,protein_coding,True,True,ENSG00000119640,ACYP1,protein_coding,True,False,ENSMUSG00000008822,Acyp1,protein_coding,True,False
FBgn0031066,COX6B,protein_coding,True,True,ENSG00000160471,COX6B2,protein_coding,False,True,ENSMUSG00000051811,Cox6b2,protein_coding,True,False
FBgn0033624,CG12384,protein_coding,True,True,ENSG00000112977,DAP,protein_coding,True,False,ENSMUSG00000039168,Dap,protein_coding,True,False
FBgn0264291,Det,protein_coding,True,True,ENSG00000089685,BIRC5,protein_coding,True,True,ENSMUSG00000017716,Birc5,protein_coding,True,False
FBgn0034579,mRpL54,protein_coding,True,True,ENSG00000183617,MRPL54,protein_coding,True,False,ENSMUSG00000034932,Mrpl54,protein_coding,True,False
FBgn0034989,CG3356,protein_coding,True,True,ENSG00000009335,UBE3C,protein_coding,False,True,ENSMUSG00000039000,Ube3c,protein_coding,True,False
FBgn0263120,Acsl,protein_coding,True,True,ENSG00000068366,ACSL4,protein_coding,False,True,"ENSMUSG00000031278,ENSMUSG00000032883","Acsl4,Acsl3","protein_coding,protein_coding","False,False","True,True"
FBgn0036771,CG14353,protein_coding,True,True,ENSG00000243667,WDR92,protein_coding,False,True,ENSMUSG00000078970,Wdr92,protein_coding,True,True
FBgn0038723,CG6195,protein_coding,True,True,ENSG00000108591,DRG2,protein_coding,False,True,ENSMUSG00000020537,Drg2,protein_coding,True,False
FBgn0033447,dila,protein_coding,True,True,ENSG00000141577,CEP131,protein_coding,True,False,ENSMUSG00000039781,Cep131,protein_coding,True,False
